CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,CASEWGT,PSUSTRAT,VERSION
27021,2022,24,102,1-24-2022-102-04,4,8,7,21:54,1,1,0,0,0,0,0,1,2,0,"V1 was in the left turn lane traveling eastbound, on a four lane roadway passing through an intersection. V1 crossed into westbound traffic, departed the roadway on the northeast corner. V1's frontal plane impacted a non-breakway pole. V1 came to final rest off of the roadway facing northeast.",514.8370862,1,7
27022,2022,31,63,1-31-2022-063-04,4,9,5,16:39,1,2,0,0,0,0,0,2,2,4,"V1 was southbound on a two lane, two way, undivided roadway approaching a four leg intersection. V2 was eastbound approaching the same intersection making a right turn to the south. The frontal plane of V1 impacted the left side plane of V2 causing damage. V1 and V2 came to final rest near the point of impact facing south and southeast.",224.4262516,6,7
27024,2022,20,158,1-20-2022-158-01,1,5,4,13:57,1,1,2,12,1,0,1,1,1,0,"V1 was traveling east on a undivided two lane road, in lane one, negotiating a left curve. For an unknown reason V1 drifted towards the south road edge and began to lose control as V1 re-entered the roadway. V1 traveled across the westbound lanes and departed the north road edge, V1 continued to lose control as V1 turned right attempting to return to the roadway. V1 began to roll left 20 quarter turns, during the rollover, O1 was fully ejected from V1, before coming to rest on it's wheels on the north shoulder facing a southerly direction.",36.98580048,11,7
27025,2022,20,159,1-20-2022-159-04,4,8,4,09:45,1,1,0,0,0,0,0,2,2,0,"A non-collision vehicle was traveling east on a private dirt road, attempting to cross over the roadway and continue to travel east on the private roadway. V1 was traveling north on a undivided two lane road in lane one, approaching the intersection. As the non-collision vehicle entered the roadway, V1 swerved right to avoid a collision with the other vehicle, V1 continued off the east road edge, where the front of V1 impacted a metal post. V1 came to rest against the pole facing a northerly direction.",459.338678,11,7
27731,2022,17,113,1-17-2022-113-04,4,11,3,09:28,1,2,1,1,1,0,6,9,9,4,"V1 and V2 were traveling east on a two lane, one-way roadway, approaching an intersection. Before entering the intersection, V1 departed their initial lane of travel to the left, and the left of V1 contacted the front of V2. Both vehicles came to final rest on the roadway.",219.076489,4,7
27732,2022,17,114,1-17-2022-114-04,4,11,2,06:04,1,1,0,0,0,0,0,2,2,0,"V1 was traveling north on a two-lane, two-way roadway. A deer that had been previously hit was laying in the path of V1. V1 contacted the deer with its frontal plane before coming to rest.",219.076489,4,7
27733,2022,33,36,1-33-2022-036-09,9,11,3,18:12,1,1,1,1,1,0,4,1,1,0,"V1 was traveling south west on a 2 lane, two-way, non-physically divided roadway in lane 1. V1 made a right road departure where the front plane collided with a tree. V1 then rotated clockwise coming to final rest in the eastbound lane facing a northerly direction.",1247.81946,12,7
27734,2022,11,79,1-11-2022-079-04,4,11,6,07:38,2,3,0,0,0,0,0,2,2,4,"Vehicle 1 was traveling in the third of four southbound lanes of travel on a six lane median divided roadway, passing thru the intersection with a four lane median divided roadway.   The front plane of vehicle 1 contacted the left plane of vehicle 2.  Vehicle 2 was making a left turn from the third travel lane of the four lane intersecting roadway when contacted within the intersection. After contact with vehicle 1, vehicle 2 rotated counter clockwise slightly and the right plane of vehicle 2 contacted the left plane of vehicle 3.   Vehicle 3 was adjacent to vehicle 2 in the second lane making a left turn as well.  Post impact, vehicles 1, 2, and 3 came to rest within the intersection.",3352.815874,8,7
27735,2022,11,80,1-11-2022-080-03,3,11,1,15:30,2,2,9,97,1,0,0,2,2,4,Vehicle one was traveling south on a two lane divided roadway attempting to make a left turn at an intersection. Vehicle two was traveling west on a four-lane divided roadway passing through the same intersection. Both vehicles entered the intersection and the right side of V1 was contacted by the front of V2. V1 rotated clockwise as V2 continued forward and the left side of V1 contacted the right side of V2. V1 departed the southeast corner of the intersection and came to rest facing north. V2 came to rest on the roadway facing west.,1037.348543,8,7
27736,2022,52,154,1-52-2022-154-09,9,11,5,19:39,2,2,1,1,1,0,4,2,2,4,Vehicle 1 was traveling southbound on a two lane roadway in lane two with the intent of making a left hand turn.  Vehicle 2 was traveling northbound on a three lane non-physically divided roadway in the lane 2 position with the intent of passing through.  Both vehicles entered into the intersection at the same time.  The right plane of V1 made contact with the front plane of V2.  V1 rotated counter clockwise and V2 rotated clockwise creating a slap on the right plane of V1 and the left plane of V2.  Both vehicles came to final rest at the northeast corner of the intersection facing northeast.,603.8848422,12,7
27737,2022,52,155,1-52-2022-155-06,6,11,3,20:55,1,2,9,97,2,0,9,2,2,4,Vehicle 1 was traveling northbound on a two lane non-physically divided roadway in the lane 1 position approaching an intersection to pass through.  Vehicle 2 was traveling eastbound on a three lane non-physically divided roadway in the lane 1 position approaching the same intersection to pass through.  Both vehicles 1 and 2 entered the intersection at the same time.  The front plane of V1 made contact with the right plane of V2.  V2 began to spin clockwise come to final rest facing southwest at the east side of the intersection.  V1 also began to rotate clockwise coming to final rest facing southeast at the southeast corner of the intersection.,246.9324265,12,7
27738,2022,24,117,1-24-2022-117-04,4,11,1,03:43,1,2,0,0,0,0,0,2,2,5,V1 was traveling north on a three lane roadway in lane two approaching a four leg intersection. V2 was traveling northbound on the mentioned roadway in lane one. V1's left plane contacted V2's right plane. V2 came to final rest at point of impact in the roadway.,1513.051169,1,7
27739,2022,24,118,1-24-2022-118-07,7,11,4,07:48,1,2,0,0,0,0,0,2,2,4,"V1 was traveling west in lane two on a two way, five lane trafficway approaching an intersection.  V2 was traveling east on the same two way, five lane trafficway in lane three approaching an intersection.  As V1 turned left at the intersection, the front of V1 made contact with the left side of V2 as it passed through the intersection.  V1 came to final rest on the roadway heading east, while V2 came to rest in the roadway heading east.",2956.500947,1,7
27740,2022,23,42,1-23-2022-042-03,3,11,6,18:19,2,3,9,97,1,0,5,9,9,1,"V1, V2, and V3 were all traveling southbound. V2 and V3 were stopped for traffic ahead. The front of V1 struck the rear of V2 which caused the front of V2 to impact the rear of V3.",1005.745183,5,7
25545,2022,19,56,1-19-2022-056-06,6,4,3,11:17,1,2,1,1,3,0,4,2,2,4,"V1 was traveling northeast in lane two of a five-lane roadway, divided by two-way left turn lane, negotiating a right curve. V2 was traveling north in lane one of a two-lane undivided roadway, attempting a left turn. There was a non-contact vehicle (box truck) stopped in lane one of the five-lane roadway, waiting to turn right onto the same road as V2 was exiting. As V1 was passing by the crossing street, V2 attempted a left turn. V1's front plane contacted V2's left plane. V1 continued forward and came to final rest in a center turn lane. V2 rotated counterclockwise and came to rest facing west near impact.",137.5136444,9,7
25546,2022,19,57,1-19-2022-057-04,4,4,7,03:41,1,2,0,0,0,0,0,1,2,5,"V1 was traveling southeast in lane two of a four-lane divided trafficway. V2 was traveling southeast in lane one of the same roadway, ahead of V1. V1 departed its travel lane to the right and its right plane contacted V2's left plane. Both vehicles came to final rest on the shoulder near impact.",237.130589,9,7
25548,2022,11,24,1-11-2022-024-05,5,4,5,16:26,1,2,1,2,2,0,4,2,2,4,"Vehicle 1 was traveling in the second of four eastbound lanes, of a 4 lane median divided roadway crossing thru the intersection with a three lane undivided roadway. Vehicle 2 was traveling in the first southbound lane of the intersecting roadway within the intersection. Vehicle 1 contacted its front left plane with the frontal plane of vehicle 2. Vehicle 1 continued traveling and came to rest against the curb within the intersection. Vehicle 2 rotated counter-clockwise and came to rest on the roadway within the intersection",450.1831118,8,7
25549,2022,11,25,1-11-2022-025-06,6,3,3,13:24,1,2,99,99,0,0,0,2,2,4,"V1 was traveling northeast in the second travel lane of a ten lane median divided roadway, approaching and intersection. V2 entered into the intersection, making a left turn, on a three lane undivided roadway, and V1 contacted its frontal plane with the right side of vehicle 2. Both vehicles came to rest on the roadway.",5646.956947,8,7
25550,2022,73,32,1-73-2022-032-06,6,4,5,21:47,1,1,9,97,1,0,9,9,9,0,"V1 was traveling west on a two lane, two way, undivided roadway. V1 passed an unknown vehicle and hydroplaned on the wet roadway. V1 began in a clockwise yaw and departed the right lane line. V1 continued and departed the right road edge. The left plane of V1 contacted a fire hydrant. V1 came to final rest off the roadway.",118.5688211,3,7
25551,2022,73,33,1-73-2022-033-03,3,4,3,17:23,1,2,1,1,1,0,9,9,9,1,"V1 was traveling east on a two lane, two way, undivided roadway approaching an intersection following V2. V2 slowed for an unknown vehicle that was turning in the intersection. The frontal plane of V1 contacted the rear plan of V2. V1 and V2  came to final rest on the roadway.",52.07358755,3,7
25553,2022,14,29,1-14-2022-029-06,6,4,2,11:35,1,2,1,1,1,0,4,2,2,1,"V1 and V1 were traveling eastbound, in lane 1, of a 3 lane roadway. Both vehicles were approaching an intersection. V2 was stopped. V1's front contacted V2's rear. Both vehicles came to rest on the roadway.",2579.578537,8,7
25554,2022,23,25,1-23-2022-025-07,7,4,5,16:50,1,2,0,0,0,0,0,9,9,5,V1 and V2 were both southbound on a two-lane highway. V1 was in lane two and V2 was in lane one. V1 moved to lane one where its right side struck the left side of V2. V1 came to rest on the west shoulder and V2 fled the scene.,1263.34367,5,7
25555,2022,23,26,1-23-2022-026-10,10,4,5,08:35,1,1,0,0,0,0,0,9,9,0,"Vehicle 1 was traveling east on a two lane two way roadway. Vehicle 1 departed the roadway on the right side, returned to the roadway, departed the lane on the left side, then departed the roadway on the left side before the front plane contacted a guardrail. Upon impact vehicle 1 rotated counterclockwise and came to final rest on the roadway facing southwest.",2485.953152,5,7
25556,2022,28,29,1-28-2022-029-03,3,4,4,13:20,1,2,2,5,1,0,3,2,2,1,"V1 was traveling in a southern direction on a two lane, non-divided, bidirectional roadway. V2 was traveling in a southern direction on the same roadway, in front of V1. V2 was pulling a piece of farm equipment at the time. V2 was traveling at a lower rate of speed than V1. V1's frontal plane impacted V2's rear plane. V2 came to final rest in the original lane of travel. V1 departed the roadway to the left, where it came to final rest.",42.92651254,3,7
25557,2022,28,30,1-28-2022-030-09,9,4,6,14:11,3,1,1,1,1,0,4,2,2,0,"V1 was traveling in a northern direction, on a two lane, non divided, bidirectional roadway, with a steep embankment to its right, and a guard rail to its left. V1 came upon rockfall in the roadway. V1 impacted the rocks, and steered to the left, where it departed the roadway and impacted a guardrail with its frontal plane. V1 then returned to the roadway, crossed both lanes of travel, and departed the road a second time, where its frontal plane impacted the embankment. V1 came to final rest on the right side of the roadway.",165.9019397,3,7
25558,2022,13,53,1-13-2022-053-05,5,4,2,02:16,2,1,2,5,1,0,4,9,9,0,"V1 was traveling north in the second of three lanes on a positively divided, two-way roadway. The driver lost directional control of the vehicle, departed the lane on the right side, crossed through the lane and then departed the roadway on the right side. The front of V1 contacted the guardrail, rotated clockwise and the front contacted the guardrail a second time. V1 came to rest in the roadway.",144.4691803,7,7
25559,2022,13,54,1-13-2022-054-02,2,4,1,16:00,2,2,9,97,1,0,4,9,9,5,"V1 was traveling west in the fourth of five lanes on a positively divided, two-way roadway. V2 was traveling west in the second lane of the same roadway. V1 attempted to change lanes to the right and lost directional control of the vehicle. V1 began to rotate clockwise, departed the lane on the right side, crossed through the number three lane and entered the same lane as V2. The left side of V1 contacted the left side of V2. V2 began to rotate counterclockwise and rolled from right to top for four quarter turns. Both vehicles came to rest in the roadway.",36.87729852,7,7
25560,2022,13,55,1-13-2022-055-03,3,4,6,05:50,15,1,2,5,1,0,4,9,9,0,"V1 was westbound in the first of three lanes roadway when V1 departed the roadway to the right when the front of V1 contacted a curb. V1 continued to travel off the road striking multiple curbs, bushes, and trees, before coming to rest off the roadway.",784.6783953,7,7
25561,2022,13,56,1-13-2022-056-06,6,4,6,17:56,1,2,0,0,0,0,4,9,9,5,V1 was traveling north in lane six on a six on a positively divided roadway V2 was in lane three on the same roadway. V1 departed its lane to the right three times and the right side of V1 contacted the left side of V2. Both vehicles came to rest in the roadway.,1812.176467,7,7
25562,2022,10,54,1-10-2022-054-06,6,4,5,13:07,4,2,1,1,1,0,4,2,2,4,Vehicle #1 was traveling south in lane one of a three lane roadway not divided by a positive barrier approaching an intersection. Vehicle #2 was traveling east in lane two of a five lane roadway not divided by a positive barrier approaching an intersection. Both vehicles entered the intersection and the front of V1 contacted the Left side of V2. The front of V1 contacted the left side of V2 again. The front of V1 then contacted the back of V2. The front of V2 then contacted a pole. V1 came to rest in the roadway facing southeast. V2 came to rest off the roadway facing southeast.,631.5632678,4,7
25563,2022,10,55,1-10-2022-055-02,2,4,4,16:18,3,2,9,97,2,0,8,2,2,0,"Vehicle 2 was traveling west on a one lane, one-way roadway approaching a three legged light controlled intersection. Vehicle 1 was traveling south on a three-way, undivided roadway in lane one approaching the same intersection. Vehicle 2 continued straight; the front contacted a guardrail. Vehicle 1 entered the intersection; the front contacting the right side of Vehicle 2. V2 then rotated clockwise and V1 rotated counterclockwise and made contact with their right sides. Vehicle 1 came to final rest facing south, Vehicle 2 came to final rest facing west.",22.37863236,4,7
25564,2022,10,56,1-10-2022-056-04,4,4,3,08:29,1,2,0,0,0,0,0,2,2,4,Vehicle #1 was traveling east in lane three of a three lane roadway divided by a non positive barrier turning left at an intersection. Vehicle #2 was traveling west bound in lane three of a six lane roadway not divided by a positive barrier approaching an intersection. Both vehicles entered the intersection and the front of V1 contacted the left side of V2. V1 came to rest in the roadway facing north. V2 came to rest in the roadway facing south.,851.3172344,4,7
25565,2022,10,57,1-10-2022-057-01,1,4,3,07:43,3,1,6,75,1,1,1,2,2,0,"Vehicle 1 was traveling southwest on a two lane, two way undivided roadway in lane one. Vehicle 1 departed the roadway to the right then returned to the roadway and departed the roadway to the right again. The front of Vehicle 1 struck a ditch and then a utility pole before overturning eight quarter turns to the left. Vehicle 1 came to final rest facing northwest off of the roadway",36.27226024,4,7
25566,2022,66,29,1-66-2022-029-03,3,4,2,15:53,2,3,99,99,0,0,8,2,9,1,"V3 was stopped behind a non-involved vehicle headed north on a two lane, two way roadway, in the pass through lane of a three leg intersection. V2 was stopped behind V3. V1 was traveling north in the same lane as V2 and V3. The frontal plane of V1 struck the rear plane of V2. Following impact 1 the frontal plane of V2 struck the rear plane of V3. V1 came to final rest heading north, off the right side of the roadway. V2 came to rest heading north, near the point of its impact with V3. V3 came to rest heading north, near the point of impact with V2.",127.8599504,6,7
25568,2022,32,36,1-32-2022-036-02,2,4,6,20:30,1,1,3,9,1,1,3,9,2,0,"V1 was traveling southeast in lane three of a four lane divided (no positive barrier) straight roadway, approaching an intersection. V1 passed through the intersection and departed the roadway to the left. V1 drove onto the raised south median. The front of V1 impacted a light pole. V1 came to rest at the light pole.",92.34861316,7,7
25570,2022,16,27,1-16-2022-027-03,3,4,2,13:28,1,2,9,97,3,0,5,2,2,4,V1 was traveling east on a three lane undivided roadway. V2 was traveling south in lane two of a two-lane divided roadway. V1 entered the intersection to make a left turn. V2 was continuing straight through the intersection. The front of V1 contacted the front of V2. Both vehicles came to final rest near the point of impact.,310.6931153,5,7
25572,2022,32,38,1-32-2022-038-03,3,4,5,11:55,4,2,9,97,1,0,5,2,2,4,"V1 was traveling north in lane three of a four lane divided (no positive barrier) straight roadway, approaching an intersection. V2 was traveling south in lane four of a four lane divided (no positive barrier) straight roadway, approaching the same intersection. At the intersection V2 attempted to turn left into the eastbound lanes. Within the intersection the front of V2 impacted the left side of V1. V1 continued to move north and started to rotate clockwise. V1 departed the roadway to the right and impacted a small tree with its front. V1 continued to move off road and impacted a wooden fence with its front. V1 came to rest at the fence, facing northeast. After the impact with V1, V2 rotated counter clockwise and came to rest within the intersection, facing southeast.",1625.003771,7,7
25573,2022,17,31,1-17-2022-031-09,9,4,4,08:08,2,2,99,99,0,0,0,1,9,5,"V1 and V2 were traveling north on a four lane, undivided, roadway. V1 changed lanes to the right then changed lanes to the left, and the left side of V1 contacted the right side of V2. Then the left side contacted the front of V2. V1 continued in a counter-clockwise yaw and departed the roadway to the left. V1 came to final rest off the roadway. V2 came to final rest on the roadway.",156.2000918,4,7
27027,2022,20,161,1-20-2022-161-03,3,8,2,18:03,1,2,1,1,1,0,8,2,2,4,"V1 was traveling west on a five lane undivided roadway in lane two, approaching an intersection. V2 was traveling south on a two lane undivided roadway in lane one, approaching an intersection. As V1 passed through the intersection, the right side of V1 impacted the front of V2. V1 came to rest in the middle of the intersection facing north. V2 came to rest in the middle of the intersection facing west.",91.92497934,11,7
27029,2022,15,33,1-15-2022-033-01,1,9,6,12:35,2,1,4,36,1,1,1,9,9,0,"V1 was traveling southbound on a non-physically divided two lane roadway. V1 was traveling in lane one, then departed their travel lane on the left hand side, then departed the roadway on the left hand side. V1 then traveled through a small private garden, contacting a pole/sign post with its front plane. V1 continued and its front plane then contacted the side of a building. V1 came to final rest off the roadway at impact with the building.",30.08455645,1,7
27037,2022,29,22,1-29-2022-022-04,4,8,1,16:43,1,2,1,1,1,0,4,9,9,1,"V1 was traveling east on a three-lane, two-way road with a center turn lane. V2 was traveling in the same direction behind V1. The front of V2 made contact with the rear of V1. Both vehicles came to rest on the roadway, near point of impact, facing east.",854.9771946,2,7
27047,2022,17,80,1-17-2022-080-04,4,9,5,16:53,1,2,1,1,2,0,4,9,9,4,"V1 was traveling west on a private driveway, approaching a two lane, construction barrel divided roadway. V2 was traveling north on a two lane, construction barrel divided roadway, approaching the private driveway. On the roadway, the left of V1 contacted the front of V2. Both vehicles came to final rest on the roadway.",306.4459837,4,7
27048,2022,14,70,1-14-2022-070-06,6,8,1,16:38,1,2,99,99,0,0,0,2,2,9,"V1 and V2 were both traveling eastbound in lane one, of a 3 lane non divided roadway. V2 drove onto the shoulder to the right and made a U-turn. V1's front then contacted V2's front plane. Both vehicles came to final rest within the roadway.",1132.944446,8,7
27049,2022,20,162,1-20-2022-162-09,9,9,6,10:21,1,2,9,97,1,0,0,2,2,5,V1 was stopped along the south curb line on a two lane undivided roadway waiting to make a left turn. V1 was traveling east on a two lane undivided roadway in lane one. V1 entered the roadway and the left side of V1 impacted the right side of V2. V1 and V2 came to rest facing south just east of the point of impact.,487.8604963,11,7
27050,2022,48,26,1-48-2022-026-03,3,9,3,17:07,1,2,1,2,4,0,6,2,2,1,"Vehicle 1 was east on a 4 lane, interstate highway with a dirt median, in lane 2. Vehicle 2 was traveling east on the same highway next to vehicle 1 in lane 1. Vehicle 1 lost control and veered right just in front of vehicle 2 and departed the south road edge. V1 then re-entered the roadway where the front of Vehicle 2 impacted the rear of Vehicle 1. Vehicle 1 came to rest in the median, facing east. Vehicle 2 came to rest in the emergency lane, facing east.",111.6824989,12,7
27052,2022,77,72,1-77-2022-072-04,4,9,6,08:05,1,2,0,0,0,0,0,2,2,1,"V1 and V2 were both traveling south and negotiating a right curve on a one lane, one-way, entrance ramp, and were preparing to merge onto another one lane roadway. V2 came to a complete stop. V1's front plane then contacted V2's back plane. Both vehicles came to final rest in the roadway, on the entrance ramp.",1237.715081,9,7
27053,2022,59,62,1-59-2022-062-03,3,9,5,12:13,1,2,1,1,1,0,5,9,9,4,"V1 was traveling south in lane 3 of a 3 lane, not physically divided roadway with grass median. V2 was traveling north bound on the same roadway in ln lane 1 of 3. V1 attempted to turn left. Both vehicles entered the intersection simultaneously. V1's steered right off the shoulder where the front plane contacted V2 left plane. V1 left their lane of travel to the left coming to final rest in the north bound traffic lanes. V2 left their lane of travel to the right coming to final rest on the shoulder of the northbound traffic roadway.",154.3442861,6,7
27054,2022,59,63,1-59-2022-063-10,10,9,1,02:18,1,1,0,0,0,0,0,9,9,0,"V1 was traveling northbound on lane 1 of a 2 lane, two-way, not physically divided roadway. V2 was parked on the right side of the road. V1 departed the lane of travel to the right. V1's front plane contacted V2's back plane.",5071.334162,6,7
