CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,CASEWGT,PSUSTRAT,VERSION
9112,2018,15,4,1-15-2018-004-09,9,1,5,12:58,1,2,2,4,1,0,3,2,2,4,"V1 was traveling eastbound on a two-way roadway with a single lane of travel in each direction attempting to turn south.  V2 was traveling southbound also on a two-way roadway with a single lane of travel in each direction.  At the intersection of the above roadways, the frontal plane of V1 contacted the right side plane of V2.",743.6825633,1,3
9113,2018,20,4,1-20-2018-004-03,3,1,5,21:49,2,3,1,1,3,0,3,2,2,2,"V1 was traveling south, approaching a four-way intersection, on a four-lane roadway having two lanes of northbound traffic and two lanes of southbound traffic. At the traffic signal controlled intersection the southbound portion of the roadway includes a dedicated left turn lane and a dedicated right turn lane. Just prior to entering the intersection V1 was traveling in the number three lane. V2 and V3 were stopped at a red light waiting to proceed north throught the intersection. At the traffic signal controlled intersection the northbound portion of the roadway includes a dedicated left turn lane. As V1 moved into the intersection it turned to the left, traveled across the intersection, and the front of V1 collided with the front of V2 which was stopped in the number two northbound lane. After colliding with V2 the front of V1 also collided with the front of V3 which was stopped in the number one northbound lane.",309.9584341,11,3
9114,2018,17,6,1-17-2018-006-09,9,1,1,13:00,2,1,3,9,3,1,3,9,9,0,"V1 was traveling westbound on a two lane, one way roadway.  V1 departed the roadway to the right and rolled over four quarter turns and struck a fence.",928.6704843,4,3
9116,2018,28,3,1-28-2018-003-04,4,1,3,19:37,1,1,0,0,0,0,0,2,2,0,V1 was north bound on a a two lane non-divided roadway. A deer entered the roadway from the left. V1 impacted the deer with its frontal plane.,187.8308725,3,3
9117,2018,66,1,1-66-2018-001-06,6,1,1,12:35,3,1,1,1,1,0,3,9,1,0,"V2 was traveling south on a two-lane roadway and departed the right (west) side of the roadway, impacting the rear plane of V1 (parked vehicle) with its right side plane (Event 1). V1 was redirected back onto the roadway and subsequently departed the west roadside again,  impacting two chain-link fences with its frontal plane (Events 2 & 3).",274.9121202,6,3
9121,2018,13,6,1-13-2018-006-10,10,1,4,6:46,1,1,0,0,0,0,0,2,2,0,V1 was traveling west bound in lane 1 of 2. Ice on the road caused V1 to depart the roadway where the front of V1 came into contact with a guide wire of a power pole. This caused V1 to roll left 3 quarter turns came to a stop on the passenger side of the vehicle.,13862.42264,7,3
9122,2018,59,4,1-59-2018-004-03,3,1,3,18:02,2,3,1,2,2,0,4,2,2,1,V1 was northbound on roadway approaching the intersection. V2 as southbound on same roadway approaching the intersection. V3 was eastbound on intersecting roadway and stopped at the traffic light. V1 made a left turn at the intersection and V2 made a right turn at the intersection. V2 slowed due to traffic. The front of V1 collided with the back of V2. The front of V2 then collided with the left side of V3.,79.54299979,6,3
9123,2018,16,4,1-16-2018-004-07,7,1,4,6:27,3,2,9,97,1,0,6,2,2,5,V1 and V2 were traveling northbound on the highway in an interchange area. V1 changed lanes to the left and the left side of V1 contacted the right side of V2.  V2 rotated clockwise and the left and back of V2 contacted a guardrail.,764.3346075,5,3
9131,2018,24,4,1-24-2018-004-09,9,1,4,14:12,2,3,1,2,1,0,4,2,2,1,"V1, V2, and V3 were traveling westbound on a two lane one direction roadway.  Due to another vehicles actions V3 slowed in traffic, as a result V2 was also forced to slow down.  The front of V1 contacted the rear of V2 which caused the front of V2 to be pushed forward into V3.",1145.978481,1,3
9132,2018,24,5,1-24-2018-005-06,6,1,5,15:00,2,2,99,99,0,0,0,2,2,4,"V1 was traveling south on a two way, two lane roadway entering an intersection.  V2 was traveling east on a two lane, two way roadway, through the same intersection.  The front of V1 made contact with the left side of V2.  V2 continued traveling south west, exiting the roadway with the front of V2 making contact with a utility pole.",394.7294844,1,3
9133,2018,24,6,1-24-2018-006-09,9,1,2,13:23,2,2,1,2,2,0,4,2,2,4,"V1 was traveling eastbound on a two-way, four lane, roadway, in lane two.   V2 was on the same roadway, making a left turn, heading southbound.  The front of V1 made contact with the right side of V2,  V2 rotated clockwise, coming to rest on the south east corner of the intersection, facing west.",1145.978481,1,3
9134,2018,23,5,1-23-2018-005-04,4,1,4,5:10,2,1,1,1,1,0,0,2,2,0,"V1 was headed north on the 2 lane undivided roadway. V1 was negotiating the beginning of a curve to the right when it lost control on the wet road, departed the roadway on the left side, and slid into a grouping of small trees and into a ditch; both impacting its left side.",1294.758902,5,3
9135,2018,23,6,1-23-2018-006-03,3,1,7,9:50,2,1,0,0,0,0,0,2,2,0,"Vehicle 1 was headed north in lane 2 of a divided roadway.  Vehicle 1 began to merge into lane 1 where it lost control on the slush covered road, departed lane 1 into lane 2, made 2 full counterclockwise rotations while departing lane 2 to the left onto the shoulder.  Vehicle 1 then contacted the dividing concrete barrier with its front end, continued 1 additional half rotation counterclockwise, and then struck the barrier again with its rear and came to final rest on the shoulder.",425.18111,5,3
9136,2018,23,7,1-23-2018-007-05,5,1,3,18:32,1,1,1,1,1,0,3,1,1,0,"V1 was traveling North in lane two of a three lane, wet, divided highway when it departed the roadway to the left side. The front of V1 contacted a cable barrier on the left side of the roadway.",50.4532249,5,3
9137,2018,28,4,1-28-2018-004-03,3,1,1,12:55,2,2,1,2,2,0,4,2,2,1,"V1 and V2 were traveling east bound on the same two lane non-divided roadway. V2 slowed for another vehicle. When V2 slowed, V1's frontal plane impacted V2's rear plane. V1 then impacted a snow/ice bank on north side of the road with its frontal plane.",238.0689582,3,3
9138,2018,52,2,1-52-2018-002-07,7,1,3,12:24,1,2,0,0,0,0,0,9,9,1,"Vehicle 1 and Vehicle 2 were traveling northbound in lane two on a roadway approaching a four way intersection. V2, which was ahead of V1, stopped and V1 rear ended V2.",562.9635112,12,3
9139,2018,16,5,1-16-2018-005-03,3,1,4,21:15,2,2,99,99,0,0,6,2,2,6,V1 was eastbound on a 4 lane roadway. V2 was westbound on the same roadway. V1 steered left in avoidance of a stopped vehicle and departed the travel lane to the left. The front left of V1 impacted with the left front of V2. V2 then rotated counter clockwise and the right side impacted with an utility pole where it came to final rest.,535.890269,5,3
9140,2018,16,6,1-16-2018-006-06,6,1,1,14:55,1,1,0,0,0,0,0,2,2,0,"V1 was headed northbound on a wet and snow covered four lane roadway . V1 rotated clockwise, departed the roadway to the right and contacted a concrete wall with the front.",711.2904366,5,3
9141,2018,59,5,1-59-2018-005-05,5,1,4,10:59,1,1,0,0,0,0,4,2,2,0,"V1 was eastbound, approaching an intersection, making a right hand turn to continue south. V1 ran off the roadway to the left striking the curb with the undercarriage.",85.09572341,6,3
9143,2018,10,7,1-10-2018-007-04,4,1,4,3:36,1,1,0,0,0,0,0,1,2,0,"Vehicle #1 was traveling west and sustained a loss of control on the snow-covered roadway. V1 departed it's lane of travel to the right, then departed the road to the right and impacted a guardrail face with the front plane.",244.8250261,4,3
9144,2018,32,5,1-32-2018-005-07,7,1,4,20:28,1,2,0,0,0,0,0,2,2,1,"V1 was traveling south on an entry ramp to a major highway. V2 was traveling on the same entrance ramp, ahead of V1. After entering the southbound lanes of the highway,  V2 came to a complete stop due to backed up traffic. The front of V1 impacted the rear of V2.",1172.436081,7,3
9145,2018,32,6,1-32-2018-006-08,8,1,6,7:09,1,1,2,9,1,0,3,2,2,0,V1 was traveling south on a highway. The driver of V1 fell to sleep and lost control of the vehicle. V1 departed the roadway to the right and started to roll over for 6 quarter turns.,133.0139189,7,3
9147,2018,10,6,1-10-2018-006-04,4,1,5,16:40,2,3,99,99,0,0,9,2,2,1,V1 was traveling east approaching V2 and V3 that were stopped in the travel lane at a red light. The front of V1 impacted the rear of V2.  V2 was displaced forward and the front of V2 impacted the rear of V3.,244.8250261,4,3
9148,2018,26,2,1-26-2018-002-03,3,1,3,18:00,1,2,1,1,1,0,4,2,2,4,V1 was traveling northbound through the intersection. V2 was traveling westbound through the intersection. V1 and V2 crossed paths and the front of V2 impacted the right side of V1.,126.794856,10,3
9150,2018,26,4,1-26-2018-004-05,5,1,1,15:56,2,1,0,0,0,0,3,2,1,0,"V1 was driving southbound in the second lane on a five lane roadway. V1 crossed over the lane line on the left and exited the roadway where it impacted a curb, continued south and contacted a fence, where the vehicle came to final rest.",21.74528898,10,3
9151,2018,66,2,1-66-2018-002-07,7,1,4,6:20,1,1,0,0,0,0,0,2,9,0,V1 was traveling eastbound in lane 2 of a physically divided roadway.  V1 departed the roadway to the right and the front of V1 contacted a guardrail end.,2876.38317,6,3
9152,2018,76,1,1-76-2018-001-10,10,1,4,11:17,2,1,1,1,1,0,7,9,9,0,"V1 was traveling northbound on a two-way, two lane, roadway.  V1 departed the roadway on the right side and the front of V1 made contact with a tree.",701.421574,3,3
9155,2018,12,4,1-12-2018-004-07,7,1,7,11:11,1,2,1,1,1,0,6,2,2,4,Vehicle #1 was stopped facing east bound. Vehicle #2 was traveling south bound. Both vehicles entered the intersection and V2 impacted the front bumper on the back left side of V1.,955.1399389,9,3
