CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTAREA,CONTCOMP,OCCNO,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
32162,18,96,1-18-2023-096-03,3,1,A,1,24,1,841,3,2,184.0867462,6,8
32165,54,89,1-54-2023-089-03,3,2,B,1,1,1,762,6,3,129.9078908,9,8
32165,54,89,1-54-2023-089-03,3,2,C,1,2,1,762,98,3,129.9078908,9,8
32165,54,89,1-54-2023-089-03,3,2,D,1,4,1,769,1,3,129.9078908,9,8
32165,54,89,1-54-2023-089-03,3,2,E,1,24,1,841,96,3,129.9078908,9,8
32165,54,89,1-54-2023-089-03,3,1,A,8,151,1,601,5,3,129.9078908,9,8
32165,54,89,1-54-2023-089-03,3,1,B,1,4,1,769,1,3,129.9078908,9,8
32165,54,89,1-54-2023-089-03,3,2,A,1,1,1,101,7,2,129.9078908,9,8
32168,48,109,1-48-2023-109-03,3,2,A,1,7,1,841,3,3,133.2618314,12,8
32168,48,109,1-48-2023-109-03,3,2,B,8,155,1,101,7,2,133.2618314,12,8
32169,48,110,1-48-2023-110-08,8,1,A,1,7,1,842,3,3,137.3952362,12,8
32169,48,110,1-48-2023-110-08,8,1,B,4,619,1,999,4,3,137.3952362,12,8
32175,17,159,1-17-2023-159-04,4,1,A,8,163,1,832,3,2,182.3095825,4,8
32175,17,159,1-17-2023-159-04,4,1,B,8,163,1,832,3,1,182.3095825,4,8
32175,17,159,1-17-2023-159-04,4,1,C,1,5,1,842,3,1,182.3095825,4,8
32179,30,143,1-30-2023-143-06,6,1,A,1,2,1,762,1,3,355.16514,10,8
32179,30,143,1-30-2023-143-06,6,1,B,1,22,1,842,3,3,355.16514,10,8
32179,30,143,1-30-2023-143-06,6,1,C,3,578,1,731,3,3,355.16514,10,8
32179,30,143,1-30-2023-143-06,6,1,D,4,611,1,201,3,3,355.16514,10,8
32179,30,143,1-30-2023-143-06,6,1,E,1,1,1,101,12,1,355.16514,10,8
32181,30,145,1-30-2023-145-04,4,1,A,1,1,1,761,2,3,875.4972903,10,8
32182,20,108,1-20-2023-108-06,6,1,E,8,151,1,812,3,9,533.4745371,11,8
32182,20,108,1-20-2023-108-06,6,1,F,8,152,1,812,9,2,533.4745371,11,8
32182,20,108,1-20-2023-108-06,6,1,G,8,152,1,401,8,2,533.4745371,11,8
32182,20,108,1-20-2023-108-06,6,1,H,4,611,1,201,3,3,533.4745371,11,8
32182,20,108,1-20-2023-108-06,6,1,A,1,24,1,849,3,3,533.4745371,11,8
32182,20,108,1-20-2023-108-06,6,1,B,1,7,1,849,3,3,533.4745371,11,8
32182,20,108,1-20-2023-108-06,6,1,C,8,151,1,511,3,3,533.4745371,11,8
32182,20,108,1-20-2023-108-06,6,1,D,8,151,1,832,9,3,533.4745371,11,8
30912,27,73,1-27-2023-073-06,6,1,A,1,24,1,841,3,2,50.53366423,3,8
30912,27,73,1-27-2023-073-06,6,1,B,3,581,1,841,3,2,50.53366423,3,8
30949,20,74,1-20-2023-074-03,3,2,A,8,163,1,732,9,3,90.51997166,11,8
30958,24,84,1-24-2023-084-03,3,1,A,1,24,1,841,3,1,534.3800997,1,8
30958,24,84,1-24-2023-084-03,3,1,B,1,26,1,842,3,1,534.3800997,1,8
30958,24,84,1-24-2023-084-03,3,1,C,4,611,1,501,6,2,534.3800997,1,8
30958,24,84,1-24-2023-084-03,3,1,D,1,4,1,401,5,1,534.3800997,1,8
30989,27,74,1-27-2023-074-03,3,2,A,4,619,1,201,98,1,26.38578438,3,8
30989,27,74,1-27-2023-074-03,3,2,B,3,578,1,731,3,1,26.38578438,3,8
31175,27,82,1-27-2023-082-06,6,2,A,1,5,1,769,5,2,99.93631792,3,8
31264,27,85,1-27-2023-085-10,10,1,A,8,164,3,849,98,3,335.2323973,3,8
31264,27,85,1-27-2023-085-10,10,1,B,8,151,3,201,5,2,335.2323973,3,8
31264,27,85,1-27-2023-085-10,10,1,C,1,23,2,762,2,2,335.2323973,3,8
31264,27,85,1-27-2023-085-10,10,1,D,1,13,2,761,5,2,335.2323973,3,8
31301,24,88,1-24-2023-088-02,2,2,A,1,24,1,841,3,1,67.71298621,1,8
31301,24,88,1-24-2023-088-02,2,2,B,1,22,2,761,4,2,67.71298621,1,8
31301,24,88,1-24-2023-088-02,2,2,C,1,26,2,841,3,1,67.71298621,1,8
31301,24,88,1-24-2023-088-02,2,2,D,1,26,2,831,3,1,67.71298621,1,8
31301,24,88,1-24-2023-088-02,2,2,F,1,26,2,842,3,1,67.71298621,1,8
31301,24,88,1-24-2023-088-02,2,2,G,2,54,1,101,3,1,67.71298621,1,8
31301,24,88,1-24-2023-088-02,2,2,H,1,23,2,762,3,1,67.71298621,1,8
31301,24,88,1-24-2023-088-02,2,2,I,3,578,1,721,3,1,67.71298621,1,8
31301,24,88,1-24-2023-088-02,2,2,E,5,105,3,999,3,3,67.71298621,1,8
31347,27,88,1-27-2023-088-03,3,1,A,1,1,1,999,12,3,23.11204993,3,8
31347,27,88,1-27-2023-088-03,3,1,B,3,578,1,731,3,2,23.11204993,3,8
31347,27,88,1-27-2023-088-03,3,2,A,5,103,2,762,98,3,23.11204993,3,8
31433,24,89,1-24-2023-089-03,3,1,A,8,155,1,101,3,2,459.8206149,1,8
31433,24,89,1-24-2023-089-03,3,1,B,1,24,1,841,3,1,459.8206149,1,8
31433,24,89,1-24-2023-089-03,3,1,C,1,24,1,842,3,1,459.8206149,1,8
31433,24,89,1-24-2023-089-03,3,1,D,1,7,1,761,2,1,459.8206149,1,8
31433,24,89,1-24-2023-089-03,3,2,A,1,24,1,841,3,1,459.8206149,1,8
31433,24,89,1-24-2023-089-03,3,2,B,1,23,2,769,3,2,459.8206149,1,8
29302,33,20,1-33-2023-020-08,8,1,G,1,24,1,849,2,2,60.61180229,12,8
29302,33,20,1-33-2023-020-08,8,1,H,1,3,1,101,6,1,60.61180229,12,8
29302,33,20,1-33-2023-020-08,8,1,J,1,1,1,769,12,2,60.61180229,12,8
29302,33,20,1-33-2023-020-08,8,1,K,1,25,1,842,2,2,60.61180229,12,8
29302,33,20,1-33-2023-020-08,8,1,L,1,2,1,762,5,3,60.61180229,12,8
29322,28,23,1-28-2023-023-05,5,2,A,1,1,1,101,2,3,43.87200475,3,8
29322,28,23,1-28-2023-023-05,5,2,B,1,4,1,401,1,1,43.87200475,3,8
29322,28,23,1-28-2023-023-05,5,2,C,9,251,1,861,1,2,43.87200475,3,8
29322,28,23,1-28-2023-023-05,5,2,D,9,254,1,862,2,1,43.87200475,3,8
29322,28,23,1-28-2023-023-05,5,2,E,1,24,1,842,3,3,43.87200475,3,8
28727,59,22,1-59-2023-022-09,9,1,C,3,576,1,761,3,3,629.119871,6,8
28727,59,22,1-59-2023-022-09,9,1,A,1,2,1,762,96,2,629.119871,6,8
28727,59,22,1-59-2023-022-09,9,1,B,1,22,1,999,98,3,629.119871,6,8
28733,12,14,1-12-2023-014-09,9,1,A,1,1,1,101,12,1,1590.947639,9,8
28733,12,14,1-12-2023-014-09,9,1,C,8,163,1,999,5,2,1590.947639,9,8
28733,12,14,1-12-2023-014-09,9,1,D,1,24,1,841,5,2,1590.947639,9,8
28736,48,10,1-48-2023-010-06,6,1,C,1,1,1,762,2,3,135.4881872,12,8
28736,48,10,1-48-2023-010-06,6,1,A,1,24,1,841,3,3,135.4881872,12,8
28736,48,10,1-48-2023-010-06,6,1,B,1,2,1,762,5,3,135.4881872,12,8
28737,17,21,1-17-2023-021-06,6,2,A,1,26,2,842,3,2,44.89228269,4,8
28740,19,24,1-19-2023-024-05,5,1,A,1,24,1,841,3,2,43.48554189,9,8
28740,19,24,1-19-2023-024-05,5,1,B,9,254,1,861,5,2,43.48554189,9,8
28753,24,20,1-24-2023-020-08,8,1,A,8,154,1,999,2,1,175.9288773,1,8
28753,24,20,1-24-2023-020-08,8,2,A,1,24,1,841,3,1,175.9288773,1,8
28753,24,20,1-24-2023-020-08,8,2,B,1,22,1,999,2,3,175.9288773,1,8
28753,24,20,1-24-2023-020-08,8,2,C,1,21,1,841,2,1,175.9288773,1,8
28753,24,20,1-24-2023-020-08,8,2,D,10,206,1,101,1,2,175.9288773,1,8
28753,24,20,1-24-2023-020-08,8,2,E,1,13,2,849,5,1,175.9288773,1,8
28757,52,17,1-52-2023-017-06,6,1,A,4,611,1,201,6,1,68.23644165,12,8
28759,52,19,1-52-2023-019-04,4,2,A,1,24,1,842,3,2,73.52599085,12,8
28763,66,13,1-66-2023-013-10,10,1,A,5,106,3,101,2,1,112.3254186,6,8
32357,26,127,1-26-2023-127-02,2,1,D,2,57,1,999,3,1,46.74997773,10,8
32357,26,127,1-26-2023-127-02,2,1,E,3,579,1,869,3,1,46.74997773,10,8
32358,26,128,1-26-2023-128-02,2,1,A,1,6,1,999,5,1,46.74997773,10,8
32358,26,128,1-26-2023-128-02,2,1,B,1,22,1,762,5,3,46.74997773,10,8
32364,77,118,1-77-2023-118-04,4,1,F,1,24,1,842,3,2,946.8414944,9,8
32364,77,118,1-77-2023-118-04,4,1,G,8,163,1,812,3,2,946.8414944,9,8
32364,77,118,1-77-2023-118-04,4,1,A,4,611,1,201,3,2,946.8414944,9,8
32364,77,118,1-77-2023-118-04,4,1,B,4,611,1,501,3,2,946.8414944,9,8
32364,77,118,1-77-2023-118-04,4,1,C,1,24,1,851,3,2,946.8414944,9,8
32364,77,118,1-77-2023-118-04,4,1,D,1,7,1,841,3,2,946.8414944,9,8
32364,77,118,1-77-2023-118-04,4,1,E,1,24,1,842,3,2,946.8414944,9,8
32367,30,150,1-30-2023-150-03,3,1,A,1,21,1,841,3,3,58.24294043,10,8
32367,30,150,1-30-2023-150-03,3,1,B,1,23,1,842,3,3,58.24294043,10,8
32371,17,166,1-17-2023-166-03,3,1,A,8,163,1,842,3,2,57.62015134,4,8
32371,17,166,1-17-2023-166-03,3,1,B,3,578,1,731,3,2,57.62015134,4,8
32371,17,166,1-17-2023-166-03,3,1,C,4,611,1,812,3,1,57.62015134,4,8
32374,77,121,1-77-2023-121-08,8,1,E,1,24,1,841,3,1,818.3037415,9,8
32374,77,121,1-77-2023-121-08,8,1,F,1,7,1,841,3,1,818.3037415,9,8
32374,77,121,1-77-2023-121-08,8,1,G,6,587,1,101,6,2,818.3037415,9,8
32374,77,121,1-77-2023-121-08,8,1,A,4,611,1,101,3,2,818.3037415,9,8
32374,77,121,1-77-2023-121-08,8,1,B,4,611,1,201,98,2,818.3037415,9,8
32374,77,121,1-77-2023-121-08,8,1,C,1,1,1,762,2,1,818.3037415,9,8
32374,77,121,1-77-2023-121-08,8,1,D,1,22,1,762,96,1,818.3037415,9,8
32377,59,149,1-59-2023-149-06,6,2,B,8,163,2,999,3,2,83.20059916,6,8
32185,30,144,1-30-2023-144-06,6,2,A,8,151,1,601,5,3,355.16514,10,8
32188,11,84,1-11-2023-084-08,8,2,E,4,619,1,999,3,3,953.8563909,8,8
32188,11,84,1-11-2023-084-08,8,2,F,2,57,1,101,7,1,953.8563909,8,8
32188,11,84,1-11-2023-084-08,8,2,G,4,611,1,201,3,2,953.8563909,8,8
32188,11,84,1-11-2023-084-08,8,2,H,4,611,1,712,3,2,953.8563909,8,8
32188,11,84,1-11-2023-084-08,8,2,I,4,611,1,501,3,2,953.8563909,8,8
32188,11,84,1-11-2023-084-08,8,2,A,2,53,1,712,3,3,953.8563909,8,8
32188,11,84,1-11-2023-084-08,8,2,B,10,201,1,101,3,3,953.8563909,8,8
32188,11,84,1-11-2023-084-08,8,2,C,4,619,1,712,3,3,953.8563909,8,8
32188,11,84,1-11-2023-084-08,8,2,D,4,619,1,711,3,3,953.8563909,8,8
32189,24,105,1-24-2023-105-07,7,1,A,1,24,1,842,3,1,1692.757286,1,8
32189,24,105,1-24-2023-105-07,7,2,A,1,24,1,841,3,2,1692.757286,1,8
32189,24,105,1-24-2023-105-07,7,2,B,1,24,1,842,3,2,1692.757286,1,8
32191,24,107,1-24-2023-107-03,3,1,A,1,4,1,501,3,2,197.3082483,1,8
32191,24,107,1-24-2023-107-03,3,1,B,8,152,1,501,3,2,197.3082483,1,8
32194,13,134,1-13-2023-134-01,1,1,A,8,151,1,101,96,2,92.45403532,7,8
32194,13,134,1-13-2023-134-01,1,1,B,1,2,1,101,98,2,92.45403532,7,8
32195,13,135,1-13-2023-135-02,2,1,F,1,2,1,101,98,3,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,1,G,7,639,1,101,3,2,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,2,A,4,611,1,401,3,2,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,2,B,8,152,1,501,8,2,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,2,C,1,24,1,841,3,3,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,2,D,1,1,1,762,2,3,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,1,A,8,154,1,812,5,1,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,1,B,8,163,1,812,5,2,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,1,C,1,22,1,832,5,2,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,1,D,1,22,1,842,2,2,28.70592218,7,8
32195,13,135,1-13-2023-135-02,2,1,E,1,1,1,762,2,2,28.70592218,7,8
32201,76,110,1-76-2023-110-05,5,2,C,8,151,1,601,3,1,20.73978914,3,8
32501,12,122,1-12-2023-122-09,9,1,C,1,2,1,762,5,2,550.6910394,9,8
32501,12,122,1-12-2023-122-09,9,1,D,1,24,1,841,3,2,550.6910394,9,8
32201,76,110,1-76-2023-110-05,5,2,D,1,24,1,841,5,2,20.73978914,3,8
32201,76,110,1-76-2023-110-05,5,2,E,9,251,1,869,5,1,20.73978914,3,8
32201,76,110,1-76-2023-110-05,5,2,F,3,576,1,731,3,3,20.73978914,3,8
32514,11,92,1-11-2023-092-04,4,1,H,1,1,1,762,2,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,1,I,1,21,1,761,2,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,2,A,3,578,1,731,3,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,2,B,3,578,1,761,3,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,1,B,1,4,1,201,3,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,1,C,1,4,1,201,3,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,1,D,1,4,1,201,3,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,1,E,1,4,1,201,3,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,1,F,1,2,1,762,2,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,1,G,1,2,1,762,2,3,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,1,A,4,619,1,101,6,3,1401.020215,8,8
32517,24,114,1-24-2023-114-03,3,2,B,1,24,1,841,3,2,322.0008115,1,8
32517,24,114,1-24-2023-114-03,3,2,C,1,24,1,842,3,2,322.0008115,1,8
32517,24,114,1-24-2023-114-03,3,2,D,1,5,1,201,3,1,322.0008115,1,8
32517,24,114,1-24-2023-114-03,3,1,A,3,576,1,741,3,2,322.0008115,1,8
32517,24,114,1-24-2023-114-03,3,1,B,3,576,1,761,3,1,322.0008115,1,8
32517,24,114,1-24-2023-114-03,3,1,C,1,24,1,841,3,1,322.0008115,1,8
32517,24,114,1-24-2023-114-03,3,1,D,1,24,1,842,3,1,322.0008115,1,8
32517,24,114,1-24-2023-114-03,3,2,A,3,576,1,761,3,3,322.0008115,1,8
32520,14,91,1-14-2023-091-03,3,1,A,8,163,1,832,2,2,2209.701125,8,8
32523,13,145,1-13-2023-145-05,5,1,A,8,163,1,842,2,3,48.97305518,7,8
32523,13,145,1-13-2023-145-05,5,2,A,1,2,1,762,98,3,48.97305518,7,8
32523,13,145,1-13-2023-145-05,5,2,B,8,151,1,101,3,3,48.97305518,7,8
32524,13,146,1-13-2023-146-01,1,1,B,7,631,2,201,3,2,33.82765014,7,8
32524,13,146,1-13-2023-146-01,1,1,C,1,23,2,762,2,2,33.82765014,7,8
32524,13,146,1-13-2023-146-01,1,1,A,1,1,2,101,12,1,33.82765014,7,8
32526,30,156,1-30-2023-156-06,6,2,A,1,2,1,762,2,3,124.7022979,10,8
32544,52,114,1-52-2023-114-03,3,1,A,8,152,1,501,8,1,21.39746524,12,8
32544,52,114,1-52-2023-114-03,3,1,B,8,152,2,501,8,1,21.39746524,12,8
32544,52,114,1-52-2023-114-03,3,2,A,8,163,1,852,5,1,21.39746524,12,8
32544,52,114,1-52-2023-114-03,3,2,B,10,203,1,101,3,3,21.39746524,12,8
32544,52,114,1-52-2023-114-03,3,2,C,1,2,1,762,1,3,21.39746524,12,8
31280,21,82,1-21-2023-082-02,2,1,B,8,151,1,711,3,1,19.21894787,11,8
31280,21,82,1-21-2023-082-02,2,1,C,8,152,2,501,3,3,19.21894787,11,8
31280,21,82,1-21-2023-082-02,2,2,A,5,103,2,862,9,1,19.21894787,11,8
31280,21,82,1-21-2023-082-02,2,2,B,1,21,1,842,5,1,19.21894787,11,8
31280,21,82,1-21-2023-082-02,2,2,C,3,580,1,761,5,1,19.21894787,11,8
31280,21,82,1-21-2023-082-02,2,2,D,3,578,1,731,2,1,19.21894787,11,8
31294,15,165,1-15-2023-165-04,4,2,A,1,21,1,841,3,3,163.7618471,1,8
31294,15,165,1-15-2023-165-04,4,2,B,1,21,1,842,3,3,163.7618471,1,8
31311,32,134,1-32-2023-134-03,3,1,A,4,611,1,201,3,2,463.427663,7,8
31311,32,134,1-32-2023-134-03,3,2,A,8,152,1,401,8,2,463.427663,7,8
31311,32,134,1-32-2023-134-03,3,2,B,4,611,1,201,3,2,463.427663,7,8
31311,32,134,1-32-2023-134-03,3,2,C,4,615,1,841,3,2,463.427663,7,8
31311,32,134,1-32-2023-134-03,3,2,D,4,615,1,842,3,2,463.427663,7,8
31314,32,137,1-32-2023-137-03,3,2,A,8,152,1,999,8,3,463.427663,7,8
31314,32,137,1-32-2023-137-03,3,2,B,9,251,1,999,3,3,463.427663,7,8
31314,32,137,1-32-2023-137-03,3,2,C,4,619,1,999,3,3,463.427663,7,8
31360,21,89,1-21-2023-089-02,2,1,A,1,21,1,842,2,1,40.28922746,11,8
31383,15,168,1-15-2023-168-05,5,1,A,1,24,1,841,3,3,24.37573574,1,8
31383,15,168,1-15-2023-168-05,5,1,B,1,24,1,842,3,3,24.37573574,1,8
31383,15,168,1-15-2023-168-05,5,1,C,5,111,1,999,4,3,24.37573574,1,8
31383,15,168,1-15-2023-168-05,5,2,A,1,5,1,201,4,3,24.37573574,1,8
31397,23,76,1-23-2023-076-04,4,1,A,3,578,1,721,3,2,1504.413894,5,8
31429,11,67,1-11-2023-067-05,5,1,A,4,611,1,201,3,3,353.9946691,8,8
31429,11,67,1-11-2023-067-05,5,1,B,4,611,1,201,3,3,353.9946691,8,8
31429,11,67,1-11-2023-067-05,5,1,C,7,631,2,201,3,3,353.9946691,8,8
31429,11,67,1-11-2023-067-05,5,1,D,7,631,2,201,3,3,353.9946691,8,8
31429,11,67,1-11-2023-067-05,5,1,E,1,1,1,201,2,3,353.9946691,8,8
31429,11,67,1-11-2023-067-05,5,1,F,1,1,1,201,2,3,353.9946691,8,8
31429,11,67,1-11-2023-067-05,5,1,G,1,1,2,201,7,3,353.9946691,8,8
31443,10,139,1-10-2023-139-03,3,1,A,1,24,1,841,3,2,319.9169979,4,8
