CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,DISTRACTN,CASEWGT,PSUSTRAT,VERSION
31951,18,88,1-18-2023-088-09,9,1,99,783.7259841,6,8
31953,48,101,1-48-2023-101-09,9,1,9,251.2247778,12,8
31955,48,103,1-48-2023-103-03,3,1,1,74.78725036,12,8
31956,54,81,1-54-2023-081-07,7,1,1,310.4965293,9,8
31973,12,103,1-12-2023-103-04,4,1,1,1473.747295,9,8
31992,14,81,1-14-2023-081-04,4,1,3,2452.854709,8,8
32015,22,84,1-22-2023-084-04,4,1,9,45.44681192,12,8
32017,22,86,1-22-2023-086-07,7,1,10,119.0502447,12,8
32019,22,87,1-22-2023-087-10,10,2,8,424.2199095,12,8
32031,26,116,1-26-2023-116-06,6,1,9,1738.318376,10,8
32039,20,103,1-20-2023-103-09,9,1,1,522.0756725,11,8
32051,59,136,1-59-2023-136-04,4,2,9,298.8030577,6,8
32055,54,85,1-54-2023-085-09,9,2,9,246.6359036,9,8
32063,48,105,1-48-2023-105-03,3,1,1,95.31367617,12,8
32063,48,105,1-48-2023-105-03,3,1,7,95.31367617,12,8
32067,12,105,1-12-2023-105-04,4,1,3,259.0616273,9,8
32075,33,71,1-33-2023-071-10,10,1,1,524.5235709,12,8
32088,11,81,1-11-2023-081-08,8,1,99,355.2156159,8,8
32104,31,96,1-31-2023-096-10,10,1,9,381.8514577,6,8
30726,29,56,1-29-2023-056-03,3,1,99,111.8872694,2,8
30730,23,65,1-23-2023-065-03,3,2,1,89.81810494,5,8
30736,48,60,1-48-2023-060-05,5,1,1,74.67626833,12,8
30738,48,62,1-48-2023-062-03,3,1,99,74.78725036,12,8
30739,54,54,1-54-2023-054-09,9,1,1,295.238326,9,8
30784,27,67,1-27-2023-067-09,9,2,10,309.2317148,3,8
30796,66,52,1-66-2023-052-04,4,1,99,276.8510293,6,8
30803,21,68,1-21-2023-068-05,5,1,3,49.82565081,11,8
30830,54,57,1-54-2023-057-09,9,1,8,458.8122366,9,8
30846,17,104,1-17-2023-104-07,7,1,3,299.0040019,4,8
30851,11,54,1-11-2023-054-02,2,1,1,160.9235048,8,8
30865,10,118,1-10-2023-118-07,7,1,9,1033.399627,4,8
30872,73,106,1-73-2023-106-03,3,1,99,31.6102783,3,8
30873,52,86,1-52-2023-086-06,6,1,3,151.1133189,12,8
30876,76,64,1-76-2023-064-09,9,1,9,47.56515065,3,8
30880,28,63,1-28-2023-063-06,6,1,99,52.7923471,3,8
30899,31,63,1-31-2023-063-10,10,1,1,190.9257288,6,8
30910,29,62,1-29-2023-062-03,3,1,1,321.3229941,2,8
30935,59,97,1-59-2023-097-07,7,1,1,713.5422673,6,8
30936,59,98,1-59-2023-098-03,3,2,2,73.24655758,6,8
30943,12,73,1-12-2023-073-07,7,1,1,327.360703,9,8
30957,24,83,1-24-2023-083-03,3,1,10,259.5294867,1,8
30964,25,79,1-25-2023-079-07,7,1,99,1910.383315,2,8
30972,52,90,1-52-2023-090-06,6,1,7,47.938759,12,8
30977,28,66,1-28-2023-066-10,10,1,1,37.47575523,3,8
30978,28,67,1-28-2023-067-07,7,1,5,60.50022584,3,8
30986,73,109,1-73-2023-109-06,6,1,8,43.57693932,3,8
30991,27,76,1-27-2023-076-07,7,1,10,281.3491596,3,8
31004,31,67,1-31-2023-067-08,8,1,1,249.1998599,6,8
31033,48,69,1-48-2023-069-09,9,1,1,365.2632603,12,8
31036,59,99,1-59-2023-099-04,4,1,1,963.7242982,6,8
31037,59,100,1-59-2023-100-02,2,3,9,47.45671854,6,8
31042,17,111,1-17-2023-111-07,7,1,10,79.54789887,4,8
31057,16,86,1-16-2023-086-01,1,1,1,48.01009247,5,8
31063,76,71,1-76-2023-071-03,3,1,9,46.16405861,3,8
31067,10,127,1-10-2023-127-02,2,1,4,21.75120523,4,8
31070,73,114,1-73-2023-114-04,4,1,9,117.2753441,3,8
31071,73,115,1-73-2023-115-03,3,1,9,35.4429966,3,8
31088,27,79,1-27-2023-079-09,9,2,10,111.5236494,3,8
31094,26,87,1-26-2023-087-08,8,2,9,490.4875542,10,8
31108,66,60,1-66-2023-060-03,3,2,99,106.5525486,6,8
31121,54,66,1-54-2023-066-06,6,1,1,156.0896345,9,8
31121,54,66,1-54-2023-066-06,6,1,2,156.0896345,9,8
31126,18,67,1-18-2023-067-05,5,1,3,121.0690241,6,8
31127,59,101,1-59-2023-101-04,4,1,10,1191.533982,6,8
31129,33,52,1-33-2023-052-03,3,1,6,71.00985497,12,8
31131,17,115,1-17-2023-115-04,4,1,9,138.8080237,4,8
31140,20,80,1-20-2023-080-10,10,1,2,5494.997294,11,8
31144,13,103,1-13-2023-103-02,2,2,10,38.25477319,7,8
31176,27,83,1-27-2023-083-03,3,1,1,29.78704282,3,8
32455,22,96,1-22-2023-096-03,3,1,7,40.62842331,12,8
32460,27,123,1-27-2023-123-03,3,1,9,20.05280512,3,8
32483,59,155,1-59-2023-155-08,8,1,1,59.96694194,6,8
32513,20,122,1-20-2023-122-06,6,1,1,401.129169,11,8
32514,11,92,1-11-2023-092-04,4,1,2,1401.020215,8,8
32545,52,115,1-52-2023-115-06,6,2,99,71.7890628,12,8
32551,22,99,1-22-2023-099-06,6,1,10,548.0704035,12,8
32555,15,227,1-15-2023-227-06,6,1,99,145.806402,1,8
32566,25,113,1-25-2023-113-09,9,2,8,414.3504828,2,8
32569,76,123,1-76-2023-123-09,9,1,99,26.51646185,3,8
32574,23,102,1-23-2023-102-03,3,1,9,169.4322519,5,8
32580,59,158,1-59-2023-158-04,4,1,8,53.70445205,6,8
32586,54,101,1-54-2023-101-06,6,1,8,233.8849197,9,8
32604,30,158,1-30-2023-158-02,2,1,7,40.84128012,10,8
32616,11,96,1-11-2023-096-07,7,1,3,9608.33984,8,8
32619,24,118,1-24-2023-118-10,10,1,7,9770.456623,1,8
32631,76,125,1-76-2023-125-07,7,1,10,82.10395442,3,8
32649,27,130,1-27-2023-130-04,4,1,9,46.79354077,3,8
32662,29,93,1-29-2023-093-06,6,1,99,887.4774068,2,8
32680,23,104,1-23-2023-104-01,1,2,99,58.2037301,5,8
32703,54,105,1-54-2023-105-08,8,1,10,198.8399821,9,8
32713,66,104,1-66-2023-104-10,10,1,1,505.3520584,6,8
32751,25,118,1-25-2023-118-05,5,1,3,63.13849087,2,8
32755,48,124,1-48-2023-124-04,4,1,9,192.9715119,12,8
32756,27,133,1-27-2023-133-06,6,1,1,56.2573624,3,8
32759,27,136,1-27-2023-136-03,3,1,99,16.7680829,3,8
32781,11,103,1-11-2023-103-07,7,1,2,14660.65736,8,8
32782,11,104,1-11-2023-104-02,2,1,1,83.61933847,8,8
32800,32,202,1-32-2023-202-06,6,1,3,720.4092363,7,8
32803,14,97,1-14-2023-097-03,3,1,1,1562.602855,8,8
32811,77,133,1-77-2023-133-03,3,1,1,363.7792974,9,8
32815,59,164,1-59-2023-164-05,5,1,9,49.55652444,6,8
32862,26,141,1-26-2023-141-03,3,1,10,1177.198659,10,8
32875,76,141,1-76-2023-141-04,4,1,8,29.28420716,3,8
32878,22,108,1-22-2023-108-06,6,2,2,40.62842331,12,8
32878,22,108,1-22-2023-108-06,6,2,10,40.62842331,12,8
2300011,24,126,1-24-2023-126-03,3,1,10,83.07435755,1,8
28130,77,1,1-77-2023-001-04,4,1,9,114.5224416,9,8
28143,17,1,1-17-2023-001-03,3,1,8,276.2995111,4,8
28155,28,1,1-28-2023-001-10,10,1,2,37.47575523,3,8
28179,27,1,1-27-2023-001-03,3,1,3,35.3877847,3,8
28197,30,1,1-30-2023-001-06,6,1,3,507.0040068,10,8
28225,48,1,1-48-2023-001-07,7,1,7,258.8075366,12,8
28227,19,3,1-19-2023-003-09,9,1,10,230.4800522,9,8
28235,14,2,1-14-2023-002-03,3,1,1,1098.76553,8,8
28251,10,2,1-10-2023-002-09,9,1,99,86.44755754,4,8
28254,10,5,1-10-2023-005-07,7,1,9,121.970541,4,8
28255,23,2,1-23-2023-002-03,3,3,10,203.1102871,5,8
28266,66,2,1-66-2023-002-07,7,1,99,166.5525861,6,8
