CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDROBTAINED,EDRMETHOD,CASEWGT,PSUSTRAT,VERSION
28660,13,16,1-13-2023-016-03,3,2,1,1,371.7718351,7,8
28661,10,22,1-10-2023-022-09,9,1,3,0,1118.671117,4,8
28661,10,22,1-10-2023-022-09,9,2,1,3,1118.671117,4,8
28662,10,23,1-10-2023-023-08,8,1,9,0,157.3754573,4,8
28663,10,24,1-10-2023-024-01,1,1,3,0,25.65324321,4,8
31417,59,112,1-59-2023-112-07,7,1,1,1,724.4461931,6,8
31418,59,113,1-59-2023-113-04,4,1,1,1,256.1074499,6,8
31418,59,113,1-59-2023-113-04,4,2,1,1,256.1074499,6,8
31420,30,112,1-30-2023-112-06,6,2,1,1,1218.964984,10,8
31422,66,68,1-66-2023-068-03,3,1,1,3,106.5525486,6,8
31423,66,69,1-66-2023-069-07,7,1,2,1,126.3903999,6,8
31424,20,87,1-20-2023-087-09,9,1,3,0,361.2594615,11,8
31425,20,88,1-20-2023-088-03,3,1,5,0,57.14711584,11,8
31428,11,66,1-11-2023-066-06,6,3,9,0,3670.999324,8,8
31428,11,66,1-11-2023-066-06,6,1,9,0,3670.999324,8,8
31428,11,66,1-11-2023-066-06,6,2,9,0,3670.999324,8,8
31429,11,67,1-11-2023-067-05,5,1,5,0,353.9946691,8,8
31430,13,108,1-13-2023-108-07,7,2,1,3,8310.633032,7,8
31431,13,109,1-13-2023-109-03,3,1,1,1,833.5768347,7,8
31431,13,109,1-13-2023-109-03,3,2,1,1,833.5768347,7,8
31432,13,110,1-13-2023-110-07,7,2,2,1,8310.633033,7,8
31433,24,89,1-24-2023-089-03,3,1,1,1,459.8206149,1,8
31433,24,89,1-24-2023-089-03,3,2,1,1,459.8206149,1,8
31434,14,68,1-14-2023-068-03,3,1,1,1,469.8040078,8,8
31435,14,69,1-14-2023-069-03,3,1,6,0,469.8040078,8,8
31436,16,97,1-16-2023-097-02,2,1,1,1,17.44890083,5,8
31436,16,97,1-16-2023-097-02,2,2,1,1,17.44890083,5,8
31437,16,98,1-16-2023-098-02,2,1,1,3,17.44890083,5,8
31438,16,99,1-16-2023-099-01,1,1,1,3,53.12913948,5,8
31439,76,82,1-76-2023-082-06,6,1,1,1,21.42934359,3,8
31441,25,87,1-25-2023-087-03,3,1,2,2,255.3223609,2,8
31442,25,88,1-25-2023-088-03,3,1,1,1,255.322361,2,8
31443,10,139,1-10-2023-139-03,3,1,1,3,319.9169979,4,8
31443,10,139,1-10-2023-139-03,3,2,1,1,319.9169979,4,8
31444,10,140,1-10-2023-140-04,4,1,7,0,1424.946097,4,8
31446,28,80,1-28-2023-080-03,3,1,1,1,61.66519003,3,8
31447,32,138,1-32-2023-138-06,6,1,1,1,931.7542266,7,8
31447,32,138,1-32-2023-138-06,6,2,1,2,931.7542266,7,8
31450,32,141,1-32-2023-141-03,3,2,3,0,428.2985999,7,8
31450,32,141,1-32-2023-141-03,3,1,1,1,428.2985999,7,8
31451,52,101,1-52-2023-101-03,3,2,1,1,158.9369434,12,8
31453,27,91,1-27-2023-091-03,3,1,1,1,24.47610926,3,8
31453,27,91,1-27-2023-091-03,3,2,1,1,24.47610926,3,8
28665,16,13,1-16-2023-013-09,9,1,3,0,896.1430617,5,8
28666,16,14,1-16-2023-014-03,3,1,9,0,140.6008909,5,8
28667,54,11,1-54-2023-011-08,8,1,1,3,164.0903772,9,8
28667,54,11,1-54-2023-011-08,8,2,4,0,164.0903772,9,8
28668,54,12,1-54-2023-012-04,4,1,1,1,503.7360591,9,8
28669,13,13,1-13-2023-013-05,5,3,5,0,82.91690855,7,8
28670,73,15,1-73-2023-015-01,1,1,9,0,30.71461613,3,8
28671,73,16,1-73-2023-016-03,3,1,4,0,32.21778567,3,8
28673,32,12,1-32-2023-012-07,7,2,1,1,5359.926742,7,8
28674,32,13,1-32-2023-013-07,7,1,1,2,5359.926741,7,8
28674,32,13,1-32-2023-013-07,7,2,3,0,5359.926741,7,8
28675,32,14,1-32-2023-014-02,2,1,1,1,30.31094292,7,8
28675,32,14,1-32-2023-014-02,2,2,10,0,30.31094292,7,8
28676,18,9,1-18-2023-009-03,3,2,1,1,240.028517,6,8
28677,27,12,1-27-2023-012-03,3,1,1,1,22.23895411,3,8
28678,27,13,1-27-2023-013-04,4,1,1,1,66.76137221,3,8
28679,31,11,1-31-2023-011-04,4,1,1,1,505.2880581,6,8
28680,31,12,1-31-2023-012-04,4,1,1,1,505.2880581,6,8
28681,19,21,1-19-2023-021-08,8,1,5,0,66.90648117,9,8
28682,19,22,1-19-2023-022-04,4,1,2,1,204.0861198,9,8
28682,19,22,1-19-2023-022-04,4,2,1,1,204.0861198,9,8
28683,19,23,1-19-2023-023-03,3,1,1,1,65.93370268,9,8
28683,19,23,1-19-2023-023-03,3,2,1,1,65.93370268,9,8
28685,33,8,1-33-2023-008-04,4,1,1,1,108.706642,12,8
28686,33,9,1-33-2023-009-10,10,2,3,0,790.3106911,12,8
28687,59,18,1-59-2023-018-04,4,1,3,0,1041.828156,6,8
28687,59,18,1-59-2023-018-04,4,2,1,1,1041.828156,6,8
28688,59,19,1-59-2023-019-05,5,1,5,0,62.4016053,6,8
28688,59,19,1-59-2023-019-05,5,2,1,1,62.4016053,6,8
28689,59,20,1-59-2023-020-01,1,1,4,0,48.2239268,6,8
28690,17,17,1-17-2023-017-10,10,1,1,2,1954.132483,4,8
28692,17,19,1-17-2023-019-09,9,1,1,1,477.0105149,4,8
28692,17,19,1-17-2023-019-09,9,2,1,1,477.0105149,4,8
28693,26,15,1-26-2023-015-02,2,1,1,1,28.21898419,10,8
28693,26,15,1-26-2023-015-02,2,2,1,1,28.21898419,10,8
28694,26,16,1-26-2023-016-04,4,1,2,1,1048.681273,10,8
28698,21,8,1-21-2023-008-05,5,1,4,0,64.06563429,11,8
28700,22,12,1-22-2023-012-04,4,1,1,1,101.5007531,12,8
28701,29,8,1-29-2023-008-07,7,1,9,0,990.2936287,2,8
28702,20,16,1-20-2023-016-08,8,1,3,0,100.3535514,11,8
28702,20,16,1-20-2023-016-08,8,2,3,0,100.3535514,11,8
28703,20,17,1-20-2023-017-03,3,2,1,1,118.062112,11,8
28704,10,25,1-10-2023-025-09,9,1,9,0,1118.671117,4,8
28707,30,9,1-30-2023-009-10,10,1,3,0,2779.31807,10,8
28708,15,22,1-15-2023-022-06,6,1,1,1,59.71003311,1,8
28709,15,23,1-15-2023-023-03,3,1,5,0,29.01601653,1,8
28709,15,23,1-15-2023-023-03,3,2,1,1,29.01601653,1,8
28710,22,13,1-22-2023-013-03,3,2,1,1,40.62842331,12,8
28711,12,11,1-12-2023-011-03,3,1,10,0,291.4886865,9,8
28713,12,12,1-12-2023-012-09,9,1,3,0,1740.603035,9,8
28714,73,18,1-73-2023-018-09,9,1,9,0,253.1680596,3,8
28715,30,10,1-30-2023-010-06,6,3,9,0,151.0335903,10,8
28717,23,17,1-23-2023-017-03,3,1,1,3,92.82328749,5,8
28719,17,20,1-17-2023-020-04,4,2,1,1,245.8817183,4,8
28720,23,18,1-23-2023-018-03,3,1,1,1,103.0660885,5,8
28721,23,19,1-23-2023-019-03,3,1,1,1,103.0660885,5,8
28722,23,20,1-23-2023-020-08,8,1,3,0,97.84045545,5,8
28724,77,10,1-77-2023-010-09,9,1,1,2,4378.225555,9,8
28725,77,11,1-77-2023-011-02,2,1,1,1,71.99682468,9,8
28726,59,21,1-59-2023-021-01,1,1,3,0,48.2239268,6,8
28727,59,22,1-59-2023-022-09,9,1,5,0,629.119871,6,8
28728,59,23,1-59-2023-023-03,3,1,1,1,97.62257213,6,8
28730,54,13,1-54-2023-013-04,4,1,1,1,167.4055648,9,8
28730,54,13,1-54-2023-013-04,4,2,9,0,167.4055648,9,8
28731,54,14,1-54-2023-014-07,7,2,1,1,474.7397895,9,8
28732,12,13,1-12-2023-013-03,3,1,10,0,266.426766,9,8
28733,12,14,1-12-2023-014-09,9,1,3,0,1590.947639,9,8
28734,33,10,1-33-2023-010-09,9,1,1,2,2102.252826,12,8
28734,33,10,1-33-2023-010-09,9,2,9,0,2102.252826,12,8
28735,48,9,1-48-2023-009-08,8,1,1,1,90.36363016,12,8
28736,48,10,1-48-2023-010-06,6,1,3,0,135.4881872,12,8
28736,48,10,1-48-2023-010-06,6,2,4,0,135.4881872,12,8
28737,17,21,1-17-2023-021-06,6,2,1,1,44.89228269,4,8
28738,17,22,1-17-2023-022-04,4,1,1,1,60.85719116,4,8
28738,17,22,1-17-2023-022-04,4,2,1,1,60.85719116,4,8
28740,19,24,1-19-2023-024-05,5,1,1,1,43.48554189,9,8
28742,19,26,1-19-2023-026-04,4,1,1,2,342.9351739,9,8
28742,19,26,1-19-2023-026-04,4,2,1,1,342.9351739,9,8
28743,19,27,1-19-2023-027-03,3,1,1,1,110.7913945,9,8
28743,19,27,1-19-2023-027-03,3,2,1,1,110.7913945,9,8
28744,19,25,1-19-2023-025-03,3,1,1,1,110.7913945,9,8
28744,19,25,1-19-2023-025-03,3,2,3,0,110.7913945,9,8
28748,11,17,1-11-2023-017-03,3,2,9,0,707.5342628,8,8
28749,11,18,1-11-2023-018-04,4,1,1,1,2614.930991,8,8
28751,24,18,1-24-2023-018-04,4,1,1,2,688.5765418,1,8
28752,24,19,1-24-2023-019-03,3,1,3,0,206.9735902,1,8
28752,24,19,1-24-2023-019-03,3,2,5,0,206.9735902,1,8
28752,24,19,1-24-2023-019-03,3,3,1,1,206.9735902,1,8
28753,24,20,1-24-2023-020-08,8,1,9,0,175.9288773,1,8
28753,24,20,1-24-2023-020-08,8,2,9,0,175.9288773,1,8
28754,14,11,1-14-2023-011-04,4,1,9,0,2112.349637,8,8
28755,14,12,1-14-2023-012-03,3,2,5,0,660.2008197,8,8
28756,52,16,1-52-2023-016-07,7,3,1,1,188.7704738,12,8
28757,52,17,1-52-2023-017-06,6,2,1,1,68.23644165,12,8
28757,52,17,1-52-2023-017-06,6,1,4,0,68.23644165,12,8
28758,52,18,1-52-2023-018-06,6,1,1,1,68.23644165,12,8
28758,52,18,1-52-2023-018-06,6,2,1,1,68.23644165,12,8
28759,52,19,1-52-2023-019-04,4,1,1,1,73.52599085,12,8
28759,52,19,1-52-2023-019-04,4,2,1,1,73.52599085,12,8
28761,73,19,1-73-2023-019-04,4,1,2,1,82.69279612,3,8
28763,66,13,1-66-2023-013-10,10,1,1,1,112.3254186,6,8
28764,66,14,1-66-2023-014-10,10,1,3,0,112.3254186,6,8
28765,28,11,1-28-2023-011-05,5,1,1,1,64.34898583,3,8
28766,13,17,1-13-2023-017-02,2,1,4,0,23.49185489,7,8
28766,13,17,1-13-2023-017-02,2,2,3,0,23.49185489,7,8
28767,13,18,1-13-2023-018-06,6,1,1,1,1005.505389,7,8
28767,13,18,1-13-2023-018-06,6,2,1,1,1005.505389,7,8
28768,13,19,1-13-2023-019-03,3,1,1,1,488.6240967,7,8
28768,13,19,1-13-2023-019-03,3,2,3,0,488.6240967,7,8
28770,10,26,1-10-2023-026-09,9,1,9,0,1104.172792,4,8
28773,10,29,1-10-2023-029-01,1,2,9,0,25.32076921,4,8
28774,25,24,1-25-2023-024-04,4,1,1,1,1045.59358,2,8
28775,32,15,1-32-2023-015-08,8,1,5,0,667.6664185,7,8
28777,32,17,1-32-2023-017-02,2,2,9,0,32.37729299,7,8
28777,32,17,1-32-2023-017-02,2,1,1,2,32.37729299,7,8
28778,18,10,1-18-2023-010-09,9,1,3,0,974.8292894,6,8
28779,18,11,1-18-2023-011-09,9,1,3,0,974.8292894,6,8
28781,27,15,1-27-2023-015-04,4,3,1,1,118.0842535,3,8
28782,10,28,1-10-2023-028-01,1,1,3,0,25.32076922,4,8
28785,15,26,1-15-2023-026-04,4,1,3,0,76.98433109,1,8
28786,32,18,1-32-2023-018-02,2,2,5,0,32.37729299,7,8
28789,15,27,1-15-2023-027-04,4,1,1,1,76.9843311,1,8
28791,31,13,1-31-2023-013-04,4,1,5,0,220.5982011,6,8
28791,31,13,1-31-2023-013-04,4,2,1,1,220.5982011,6,8
28791,31,13,1-31-2023-013-04,4,3,5,0,220.5982011,6,8
28792,26,17,1-26-2023-017-03,3,2,1,1,95.15846187,10,8
28794,26,19,1-26-2023-019-04,4,1,10,0,296.0203442,10,8
28794,26,19,1-26-2023-019-04,4,2,9,0,296.0203442,10,8
28794,26,19,1-26-2023-019-04,4,3,9,0,296.0203442,10,8
28795,26,20,1-26-2023-020-04,4,1,2,1,296.0203442,10,8
28796,24,21,1-24-2023-021-08,8,2,5,0,175.9288773,1,8
28798,26,18,1-26-2023-018-08,8,1,1,2,80.88530209,10,8
28798,26,18,1-26-2023-018-08,8,2,1,1,80.88530209,10,8
28799,22,14,1-22-2023-014-06,6,1,1,1,103.5346305,12,8
28803,73,21,1-73-2023-021-10,10,1,1,1,330.8466132,3,8
28805,30,12,1-30-2023-012-03,3,1,1,1,59.09416678,10,8
28805,30,12,1-30-2023-012-03,3,2,9,0,59.09416678,10,8
28807,22,16,1-22-2023-016-07,7,1,4,0,252.2740154,12,8
28808,20,20,1-20-2023-020-09,9,2,3,0,120.8697104,11,8
28808,20,20,1-20-2023-020-09,9,3,9,0,120.8697104,11,8
28809,20,21,1-20-2023-021-06,6,1,9,0,56.51439224,11,8
28809,20,21,1-20-2023-021-06,6,2,9,0,56.51439224,11,8
28811,27,16,1-27-2023-016-03,3,1,3,0,39.33517552,3,8
28811,27,16,1-27-2023-016-03,3,2,2,1,39.33517552,3,8
28812,17,24,1-17-2023-024-07,7,1,1,1,166.577308,4,8
28813,21,10,1-21-2023-010-02,2,1,1,1,54.80545308,11,8
28815,16,18,1-16-2023-018-03,3,1,9,0,208.3588121,5,8
31454,27,92,1-27-2023-092-09,9,1,1,3,193.207034,3,8
31457,15,170,1-15-2023-170-03,3,1,9,0,356.4961,1,8
31457,15,170,1-15-2023-170-03,3,2,1,1,356.4961,1,8
31458,15,171,1-15-2023-171-02,2,1,1,1,18.86207405,1,8
31459,21,90,1-21-2023-090-06,6,1,1,2,575.577522,11,8
31460,21,91,1-21-2023-091-01,1,1,9,0,27.99924689,11,8
31461,21,92,1-21-2023-092-03,3,3,9,0,206.1324679,11,8
31461,21,92,1-21-2023-092-03,3,1,10,0,206.1324679,11,8
31461,21,92,1-21-2023-092-03,3,2,2,1,206.1324679,11,8
31462,73,130,1-73-2023-130-01,1,1,5,0,123.4621072,3,8
31463,73,131,1-73-2023-131-01,1,1,5,0,123.4621072,3,8
28816,76,12,1-76-2023-012-10,10,1,2,1,20.2332601,3,8
28817,76,13,1-76-2023-013-10,10,1,3,0,20.2332601,3,8
28818,77,12,1-77-2023-012-08,8,1,1,1,284.2821546,9,8
28818,77,12,1-77-2023-012-08,8,2,1,1,284.2821546,9,8
28819,77,13,1-77-2023-013-04,4,1,1,1,1137.828175,9,8
28820,54,15,1-54-2023-015-03,3,1,1,1,129.9078908,9,8
28820,54,15,1-54-2023-015-03,3,2,1,1,129.9078908,9,8
28820,54,15,1-54-2023-015-03,3,3,1,1,129.9078908,9,8
28821,54,16,1-54-2023-016-09,9,2,1,3,210.2518282,9,8
28822,59,24,1-59-2023-024-06,6,1,1,1,957.4081483,6,8
28822,59,24,1-59-2023-024-06,6,2,1,1,957.4081483,6,8
28823,59,25,1-59-2023-025-05,5,1,1,1,55.29194481,6,8
28824,48,11,1-48-2023-011-07,7,1,1,1,2253.378124,12,8
28825,23,21,1-23-2023-021-07,7,1,1,1,1827.107189,5,8
28826,23,22,1-23-2023-022-03,3,1,9,0,199.1716083,5,8
28827,23,23,1-23-2023-023-02,2,1,1,1,52.33243703,5,8
28829,12,16,1-12-2023-016-07,7,2,1,1,1553.825388,9,8
28831,17,26,1-17-2023-026-07,7,1,2,1,83.32456933,4,8
28831,17,26,1-17-2023-026-07,7,2,1,1,83.32456933,4,8
28832,17,27,1-17-2023-027-07,7,1,1,1,83.32456933,4,8
28832,17,27,1-17-2023-027-07,7,2,1,3,83.32456933,4,8
28833,19,28,1-19-2023-028-05,5,1,1,3,43.48554189,9,8
28834,19,29,1-19-2023-029-06,6,1,5,0,308.284269,9,8
28834,19,29,1-19-2023-029-06,6,2,1,1,308.284269,9,8
28835,19,30,1-19-2023-030-03,3,1,10,0,97.14056041,9,8
28836,19,31,1-19-2023-031-06,6,1,1,1,308.284269,9,8
28837,33,11,1-33-2023-011-08,8,1,4,0,32.20961321,12,8
28837,33,11,1-33-2023-011-08,8,2,3,0,32.20961321,12,8
28841,24,22,1-24-2023-022-04,4,2,1,1,449.2836605,1,8
28842,24,23,1-24-2023-023-03,3,2,1,1,135.0465004,1,8
28843,24,24,1-24-2023-024-03,3,1,1,1,135.0465004,1,8
28844,24,25,1-24-2023-025-03,3,1,1,1,135.0465004,1,8
28844,24,25,1-24-2023-025-03,3,2,1,1,135.0465004,1,8
28845,13,21,1-13-2023-021-02,2,1,3,0,26.83566663,7,8
32292,33,78,1-33-2023-078-08,8,1,9,0,42.4032536,12,8
32293,33,79,1-33-2023-079-04,4,1,1,1,144.9826977,12,8
32294,33,80,1-33-2023-080-01,1,1,1,2,22.46340517,12,8
32295,10,161,1-10-2023-161-02,2,1,9,0,130.3098363,4,8
32296,10,162,1-10-2023-162-02,2,1,9,0,130.3098363,4,8
32298,17,163,1-17-2023-163-08,8,1,1,1,65.13020502,4,8
32298,17,163,1-17-2023-163-08,8,2,1,3,65.13020502,4,8
32299,17,164,1-17-2023-164-10,10,1,1,1,1575.057509,4,8
32300,17,165,1-17-2023-165-07,7,1,2,1,487.8938986,4,8
32304,30,146,1-30-2023-146-03,3,1,1,1,58.24294042,10,8
32304,30,146,1-30-2023-146-03,3,2,9,0,58.24294042,10,8
32307,20,114,1-20-2023-114-01,1,1,4,0,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,2,1,3,26.85110982,11,8
32308,20,115,1-20-2023-115-09,9,1,4,0,536.634265,11,8
32311,11,87,1-11-2023-087-02,2,1,3,0,83.61933847,8,8
32312,13,137,1-13-2023-137-06,6,2,5,0,1388.122786,7,8
32314,13,139,1-13-2023-139-05,5,1,1,1,133.8567575,7,8
32315,24,108,1-24-2023-108-03,3,1,3,0,305.4591943,1,8
32315,24,108,1-24-2023-108-03,3,2,1,1,305.4591943,1,8
32316,24,109,1-24-2023-109-03,3,1,1,1,305.4591943,1,8
32316,24,109,1-24-2023-109-03,3,2,1,1,305.4591943,1,8
32317,24,110,1-24-2023-110-03,3,1,9,0,305.4591943,1,8
32323,25,105,1-25-2023-105-04,4,2,1,1,440.8616209,2,8
32323,25,105,1-25-2023-105-04,4,1,1,1,440.8616209,2,8
32324,16,122,1-16-2023-122-02,2,1,1,3,13.88779885,5,8
32324,16,122,1-16-2023-122-02,2,3,1,1,13.88779885,5,8
32325,16,123,1-16-2023-123-06,6,1,1,2,634.8499294,5,8
32326,16,124,1-16-2023-124-02,2,1,1,4,13.88779885,5,8
32326,16,124,1-16-2023-124-02,2,2,1,3,13.88779885,5,8
32327,16,125,1-16-2023-125-03,3,1,1,1,291.8208774,5,8
32328,31,104,1-31-2023-104-05,5,1,1,3,205.9381144,6,8
32329,31,105,1-31-2023-105-03,3,1,1,1,206.2441745,6,8
32329,31,105,1-31-2023-105-03,3,2,1,1,206.2441745,6,8
32330,31,106,1-31-2023-106-04,4,1,5,0,628.9584533,6,8
32332,32,179,1-32-2023-179-02,2,1,9,0,22.79963395,7,8
32332,32,179,1-32-2023-179-02,2,2,1,1,22.79963395,7,8
32333,32,180,1-32-2023-180-02,2,2,3,0,22.79963395,7,8
32333,32,180,1-32-2023-180-02,2,3,10,0,22.79963395,7,8
32334,32,181,1-32-2023-181-04,4,1,10,0,2310.291519,7,8
32335,52,110,1-52-2023-110-08,8,1,2,1,59.90237755,12,8
32336,52,111,1-52-2023-111-03,3,2,1,1,58.10027157,12,8
32337,25,106,1-25-2023-106-10,10,2,3,0,4059.113186,2,8
32338,27,118,1-27-2023-118-04,4,1,2,1,142.844513,3,8
32339,27,119,1-27-2023-119-03,3,1,1,1,42.27853583,3,8
32339,27,119,1-27-2023-119-03,3,2,3,0,42.27853583,3,8
32340,27,120,1-27-2023-120-09,9,1,1,3,333.7340269,3,8
32341,28,105,1-28-2023-105-10,10,1,3,0,74.95151045,3,8
28846,13,22,1-13-2023-022-06,6,1,1,1,1087.490266,7,8
28846,13,22,1-13-2023-022-06,6,2,1,1,1087.490266,7,8
28847,13,23,1-13-2023-023-03,3,1,1,3,528.4645461,7,8
28848,13,24,1-13-2023-024-03,3,1,5,0,528.464546,7,8
28849,14,13,1-14-2023-013-02,2,1,2,1,207.388208,8,8
28849,14,13,1-14-2023-013-02,2,2,5,0,207.388208,8,8
28849,14,13,1-14-2023-013-02,2,3,1,1,207.388208,8,8
28850,14,14,1-14-2023-014-02,2,2,1,1,207.388208,8,8
28852,11,20,1-11-2023-020-04,4,1,5,0,1982.424781,8,8
28852,11,20,1-11-2023-020-04,4,3,1,1,1982.424781,8,8
28853,25,25,1-25-2023-025-03,3,1,3,0,205.7484616,2,8
28853,25,25,1-25-2023-025-03,3,2,1,1,205.7484616,2,8
28853,25,25,1-25-2023-025-03,3,3,5,0,205.7484616,2,8
28854,25,26,1-25-2023-026-04,4,1,2,1,713.2799047,2,8
28855,25,27,1-25-2023-027-06,6,1,1,1,423.3953838,2,8
28855,25,27,1-25-2023-027-06,6,2,1,1,423.3953838,2,8
28858,73,22,1-73-2023-022-09,9,1,1,1,544.9409805,3,8
28859,73,23,1-73-2023-023-06,6,1,6,0,220.0832565,3,8
28860,10,30,1-10-2023-030-09,9,2,3,0,637.3499309,4,8
28862,10,32,1-10-2023-032-08,8,1,1,3,89.66284666,4,8
28863,10,33,1-10-2023-033-07,7,1,9,0,899.2494186,4,8
28864,18,12,1-18-2023-012-10,10,1,3,0,1092.424908,6,8
28865,18,13,1-18-2023-013-06,6,1,1,1,161.7631262,6,8
28866,66,15,1-66-2023-015-03,3,1,1,1,106.5525486,6,8
28867,66,16,1-66-2023-016-06,6,1,1,1,207.8846349,6,8
28868,31,14,1-31-2023-014-07,7,1,1,1,270.5823847,6,8
28871,16,20,1-16-2023-020-03,3,1,10,0,204.4337533,5,8
28872,52,20,1-52-2023-020-07,7,1,1,1,138.3021927,12,8
28874,52,22,1-52-2023-022-09,9,1,1,1,107.29176,12,8
28876,27,17,1-27-2023-017-10,10,1,1,1,656.1464016,3,8
28877,27,18,1-27-2023-018-10,10,1,2,1,656.1464016,3,8
28879,28,13,1-28-2023-013-04,4,1,1,3,63.42291198,3,8
28880,32,19,1-32-2023-019-03,3,1,3,0,1272.456707,7,8
28880,32,19,1-32-2023-019-03,3,2,1,1,1272.456707,7,8
28881,76,14,1-76-2023-014-04,4,1,9,0,17.81182118,3,8
28884,15,29,1-15-2023-029-03,3,1,1,1,31.37259562,1,8
28887,22,17,1-22-2023-017-04,4,1,1,1,133.995356,12,8
28888,21,11,1-21-2023-011-02,2,1,9,0,89.65408063,11,8
28888,21,11,1-21-2023-011-02,2,2,1,1,89.65408063,11,8
28889,20,24,1-20-2023-024-08,8,1,3,0,31.90901378,11,8
28889,20,24,1-20-2023-024-08,8,2,3,0,31.90901378,11,8
31463,73,131,1-73-2023-131-01,1,2,5,0,123.4621072,3,8
31464,22,69,1-22-2023-069-10,10,1,1,1,494.2883317,12,8
31465,22,70,1-22-2023-070-07,7,1,1,1,138.7137792,12,8
31466,32,142,1-32-2023-142-03,3,2,1,1,428.2985999,7,8
31467,32,143,1-32-2023-143-08,8,1,3,0,413.0993388,7,8
31467,32,143,1-32-2023-143-08,8,2,3,0,413.0993388,7,8
31469,29,79,1-29-2023-079-05,5,1,4,0,154.6384404,2,8
31469,29,79,1-29-2023-079-05,5,2,4,0,154.6384404,2,8
31470,27,93,1-27-2023-093-09,9,1,3,0,193.207034,3,8
31471,48,84,1-48-2023-084-09,9,1,1,1,154.6715326,12,8
31472,30,114,1-30-2023-114-03,3,1,2,1,560.320502,10,8
31473,26,98,1-26-2023-098-09,9,1,1,2,1706.803717,10,8
31473,26,98,1-26-2023-098-09,9,2,1,1,1706.803717,10,8
31474,77,87,1-77-2023-087-03,3,1,1,1,232.7909975,9,8
31474,77,87,1-77-2023-087-03,3,2,1,2,232.7909975,9,8
31475,77,88,1-77-2023-088-07,7,1,1,1,2233.656334,9,8
31476,77,89,1-77-2023-089-05,5,1,1,1,76.33062011,9,8
31476,77,89,1-77-2023-089-05,5,2,3,0,76.33062011,9,8
31477,54,72,1-54-2023-072-05,5,1,1,1,129.7151114,9,8
31477,54,72,1-54-2023-072-05,5,2,1,1,129.7151114,9,8
31478,54,73,1-54-2023-073-06,6,2,1,1,156.0896345,9,8
31479,48,85,1-48-2023-085-03,3,1,1,1,94.20209746,12,8
31480,48,86,1-48-2023-086-09,9,1,1,1,676.6385811,12,8
31481,48,87,1-48-2023-087-06,6,1,1,2,316.0505329,12,8
31481,48,87,1-48-2023-087-06,6,2,1,1,316.0505329,12,8
31482,18,74,1-18-2023-074-03,3,1,1,1,259.5030459,6,8
31483,66,70,1-66-2023-070-09,9,1,3,0,136.4050365,6,8
31695,28,87,1-28-2023-087-09,9,1,3,0,47.6282045,3,8
31697,76,92,1-76-2023-092-07,7,1,1,1,529.9464464,3,8
31699,13,118,1-13-2023-118-05,5,2,1,1,170.3409005,7,8
31701,13,120,1-13-2023-120-02,2,1,1,3,36.53248399,7,8
31702,10,147,1-10-2023-147-07,7,1,7,0,1326.411722,4,8
31704,32,152,1-32-2023-152-02,2,1,9,0,36.74803892,7,8
31706,16,106,1-16-2023-106-03,3,1,1,1,243.7089188,5,8
31706,16,106,1-16-2023-106-03,3,2,1,3,243.7089188,5,8
31706,16,106,1-16-2023-106-03,3,3,1,1,243.7089188,5,8
31706,16,106,1-16-2023-106-03,3,4,1,1,243.7089188,5,8
31707,16,107,1-16-2023-107-01,1,1,5,0,35.31451036,5,8
31707,16,107,1-16-2023-107-01,1,2,3,0,35.31451036,5,8
31708,16,108,1-16-2023-108-09,9,2,1,1,1738.260906,5,8
31710,76,95,1-76-2023-095-03,3,1,9,0,66.78090299,3,8
31710,76,95,1-76-2023-095-03,3,2,9,0,66.78090299,3,8
31711,52,104,1-52-2023-104-03,3,2,1,1,22.31464623,12,8
31712,52,105,1-52-2023-105-09,9,1,1,1,170.07874,12,8
31713,27,100,1-27-2023-100-04,4,2,1,2,71.07776443,3,8
31713,27,100,1-27-2023-100-04,4,3,3,0,71.07776443,3,8
31714,27,101,1-27-2023-101-03,3,1,1,3,21.03730656,3,8
31715,27,102,1-27-2023-102-06,6,1,1,1,70.5807209,3,8
31717,31,85,1-31-2023-085-07,7,1,1,1,533.7009267,6,8
31718,31,86,1-31-2023-086-04,4,1,1,1,194.3365105,6,8
31719,31,87,1-31-2023-087-04,4,1,1,1,194.3365105,6,8
31720,73,139,1-73-2023-139-08,8,1,1,1,38.19393659,3,8
31724,22,75,1-22-2023-075-07,7,2,2,1,117.4833768,12,8
31725,22,76,1-22-2023-076-10,10,2,3,0,418.6365814,12,8
31726,10,149,1-10-2023-149-09,9,1,3,0,897.1060013,4,8
31728,15,181,1-15-2023-181-02,2,1,5,0,20.97133347,1,8
31728,15,181,1-15-2023-181-02,2,2,5,0,20.97133347,1,8
31731,15,184,1-15-2023-184-07,7,1,3,0,338.5022684,1,8
31733,26,105,1-26-2023-105-10,10,1,3,0,21818.47307,10,8
31735,21,98,1-21-2023-098-03,3,1,9,0,788.3932798,11,8
31735,21,98,1-21-2023-098-03,3,2,1,1,788.3932798,11,8
31735,21,98,1-21-2023-098-03,3,3,9,0,788.3932798,11,8
31736,21,99,1-21-2023-099-03,3,1,1,1,788.39328,11,8
31736,21,99,1-21-2023-099-03,3,2,5,0,788.39328,11,8
