CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
17258,10,62,1-10-2020-062-10,10,1,2,6,1657.67133797362,4,5
18459,30,90,1-30-2020-090-03,3,1,2,6,60.0669367379702,10,5
18695,30,104,1-30-2020-104-01,1,1,1,6,31.3516018532609,10,5
16333,12,11,1-12-2020-011-09,9,1,4,6,2088.35549264322,9,5
16517,77,21,1-77-2020-021-03,3,1,1,6,683.411503541556,9,5
16896,11,20,1-11-2020-020-07,7,1,2,6,5804.48251400541,8,5
16326,30,10,1-30-2020-010-04,4,1,1,6,943.812478413986,10,5
19550,30,139,1-30-2020-139-03,3,1,4,6,795.193174058823,10,5
17076,14,24,1-14-2020-024-09,9,1,1,6,1367.24759729074,8,5
17083,10,51,1-10-2020-051-07,7,1,1,6,604.651175455769,4,5
19050,10,137,1-10-2020-137-01,1,1,1,6,24.2569876489156,4,5
19052,10,139,1-10-2020-139-08,8,1,2,6,110.980498101505,4,5
16857,26,40,1-26-2020-040-05,5,1,1,6,42.6862679850507,10,5
19944,26,165,1-26-2020-165-05,5,1,1,6,32.1530280757709,10,5
19190,26,130,1-26-2020-130-03,3,1,1,6,416.17558697765,10,5
19271,26,134,1-26-2020-134-02,2,1,2,6,24.5416826327623,10,5
18373,26,108,1-26-2020-108-05,5,1,1,6,32.9187942792567,10,5
17566,26,72,1-26-2020-072-02,2,2,1,6,24.5416826327623,10,5
19307,10,149,1-10-2020-149-05,5,1,2,6,28.1850929548362,4,5
18108,10,96,1-10-2020-096-01,1,1,5,6,24.1627329633423,4,5
16052,26,3,1-26-2020-003-09,9,1,2,6,2062.72047005187,10,5
19111,26,127,1-26-2020-127-03,3,1,1,6,500.699780465569,10,5
18838,26,118,1-26-2020-118-08,8,1,1,6,242.14411394798,10,5
16300,26,12,1-26-2020-012-08,8,1,1,6,468.830071890233,10,5
20280,10,197,1-10-2020-197-01,1,1,2,6,54.2578785351681,4,5
20280,10,197,1-10-2020-197-01,1,1,4,6,54.2578785351681,4,5
20143,10,190,1-10-2020-190-10,10,1,2,6,5340.76020655016,4,5
19405,10,157,1-10-2020-157-02,2,1,3,6,22.4086761209608,4,5
19570,10,166,1-10-2020-166-06,6,1,2,6,345.725890352876,4,5
19216,10,145,1-10-2020-145-02,2,1,1,6,22.496088531018,4,5
17163,10,58,1-10-2020-058-10,10,1,1,6,2344.19248532149,4,5
18796,10,129,1-10-2020-129-01,1,1,2,6,40.460471161628,4,5
19401,77,91,1-77-2020-091-01,1,1,1,2,103.196479574378,9,5
16601,77,23,1-77-2020-023-02,2,1,1,2,115.984887087414,9,5
18102,77,59,1-77-2020-059-08,8,1,3,2,1405.16821001253,9,5
18197,77,62,1-77-2020-062-01,1,1,1,2,137.699144407547,9,5
18197,77,62,1-77-2020-062-01,1,2,1,2,137.699144407547,9,5
18464,77,69,1-77-2020-069-01,1,1,1,2,103.196479574378,9,5
17425,77,44,1-77-2020-044-06,6,1,1,2,2587.38620453344,9,5
17336,77,41,1-77-2020-041-01,1,1,1,2,103.196479574378,9,5
17337,77,42,1-77-2020-042-04,4,1,3,2,1500.13304098202,9,5
16984,77,33,1-77-2020-033-02,2,1,1,2,107.16136901172,9,5
20138,77,110,1-77-2020-110-01,1,1,1,2,103.196479574378,9,5
17546,73,37,1-73-2020-037-04,4,1,1,2,94.3871485552876,3,5
16185,73,4,1-73-2020-004-01,1,2,1,2,39.290329933404,3,5
18124,73,49,1-73-2020-049-10,10,1,1,2,1322.34271979761,3,5
16788,77,28,1-77-2020-028-08,8,1,1,2,233.398639721171,9,5
17164,77,37,1-77-2020-037-08,8,1,3,2,257.047203757202,9,5
18877,77,78,1-77-2020-078-05,5,1,1,2,105.02908712643,9,5
20243,73,100,1-73-2020-100-02,2,1,1,2,34.1677195360008,3,5
19908,73,97,1-73-2020-097-01,1,2,1,2,39.290329933404,3,5
19959,73,98,1-73-2020-098-06,6,1,1,2,238.671620272112,3,5
20242,73,99,1-73-2020-099-03,3,1,1,2,248.391915009706,3,5
19299,73,83,1-73-2020-083-03,3,1,1,2,68.6177675079761,3,5
19517,73,90,1-73-2020-090-03,3,1,1,2,59.2733395889748,3,5
18706,73,66,1-73-2020-066-06,6,1,1,2,76.2336917069799,3,5
18735,73,68,1-73-2020-068-09,9,1,1,2,136.103983787544,3,5
18872,73,71,1-73-2020-071-09,9,1,1,2,74.2255511264844,3,5
18409,73,55,1-73-2020-055-08,8,1,3,2,34.2248098199139,3,5
18549,73,60,1-73-2020-060-09,9,1,1,2,44.737592588744,3,5
18224,48,48,1-48-2020-048-03,3,1,2,2,90.5708007975306,12,5
16265,48,5,1-48-2020-005-07,7,1,1,2,175.541860572733,12,5
16265,48,5,1-48-2020-005-07,7,1,2,2,175.541860572733,12,5
17114,73,27,1-73-2020-027-07,7,1,1,2,99.9630628778034,3,5
16184,73,3,1-73-2020-003-08,8,1,1,2,68.7164195358515,3,5
18890,73,72,1-73-2020-072-09,9,1,1,2,551.7693555412,3,5
19748,48,69,1-48-2020-069-06,6,1,2,2,137.372308923584,12,5
19413,48,61,1-48-2020-061-06,6,1,1,2,508.244249952084,12,5
19582,48,65,1-48-2020-065-07,7,1,1,2,246.389477990813,12,5
16664,48,13,1-48-2020-013-03,3,1,1,2,86.8079192373561,12,5
18118,48,46,1-48-2020-046-06,6,1,1,2,309.237087037183,12,5
18224,48,48,1-48-2020-048-03,3,1,1,2,90.5708007975306,12,5
16424,48,8,1-48-2020-008-04,4,1,1,2,124.788231856045,12,5
16908,48,19,1-48-2020-019-03,3,1,1,2,110.871370979085,12,5
17008,48,21,1-48-2020-021-02,2,1,1,2,79.8516029826682,12,5
19748,48,69,1-48-2020-069-06,6,2,1,2,137.372308923584,12,5
19659,48,68,1-48-2020-068-03,3,1,1,2,182.194505089562,12,5
19748,48,69,1-48-2020-069-06,6,1,1,2,137.372308923584,12,5
20220,11,98,1-11-2020-098-01,1,1,1,2,84.1646876922519,8,5
20023,29,172,1-29-2020-172-02,2,1,1,8,16.3130293702296,2,5
20191,29,176,1-29-2020-176-09,9,1,1,8,338.759837443018,2,5
20192,29,177,1-29-2020-177-09,9,1,1,8,338.759837533102,2,5
19471,29,152,1-29-2020-152-09,9,1,1,8,328.199302060882,2,5
19643,29,160,1-29-2020-160-09,9,1,1,8,297.806766892145,2,5
18446,29,109,1-29-2020-109-08,8,1,1,8,15.4480968281205,2,5
18451,29,110,1-29-2020-110-10,10,1,1,8,498.106720106704,2,5
16303,29,13,1-29-2020-013-05,5,1,1,8,104.714598881211,2,5
16463,29,21,1-29-2020-021-06,6,1,1,8,90.1206971356379,2,5
16466,29,24,1-29-2020-024-03,3,1,1,8,56.1213974715976,2,5
19875,29,167,1-29-2020-167-04,4,1,1,8,158.166665455797,2,5
16258,28,5,1-28-2020-005-04,4,1,1,8,123.963031646329,3,5
17215,29,57,1-29-2020-057-06,6,1,1,8,34.115473627285,2,5
15970,29,1,1-29-2020-001-10,10,1,1,8,3351.55854157617,2,5
16057,29,4,1-29-2020-004-05,5,1,1,8,18.5076989386944,2,5
16919,29,43,1-29-2020-043-09,9,1,1,8,43.6828235997185,2,5
17290,29,60,1-29-2020-060-10,10,1,1,8,74.6139592381615,2,5
17828,28,41,1-28-2020-041-03,3,1,1,8,60.5394775145906,3,5
18221,28,48,1-28-2020-048-06,6,1,1,8,44.099430412312,3,5
18222,28,49,1-28-2020-049-04,4,1,1,8,76.1041429983023,3,5
18312,28,50,1-28-2020-050-06,6,1,1,8,79.6962796716328,3,5
16060,28,2,1-28-2020-002-10,10,1,1,8,69.7305941082568,3,5
16163,28,3,1-28-2020-003-03,3,1,1,8,44.3509623900138,3,5
16528,28,11,1-28-2020-011-07,7,1,1,8,99.0170210368582,3,5
17829,28,42,1-28-2020-042-05,5,1,1,8,48.1055843593417,3,5
17451,28,32,1-28-2020-032-05,5,1,1,8,48.1055843593417,3,5
18044,28,45,1-28-2020-045-08,8,1,1,8,52.8789869549227,3,5
18045,28,46,1-28-2020-046-09,9,1,1,8,391.357253421114,3,5
18129,28,47,1-28-2020-047-04,4,1,1,8,54.6861536221974,3,5
19593,28,83,1-28-2020-083-05,5,1,1,8,48.1055843593417,3,5
19670,28,86,1-28-2020-086-06,6,1,1,8,99.2625824692674,3,5
19834,28,87,1-28-2020-087-03,3,1,1,8,66.3882329713296,3,5
19909,28,89,1-28-2020-089-10,10,1,1,8,338.015934670015,3,5
19150,28,74,1-28-2020-074-03,3,1,1,8,49.8360619609918,3,5
19331,28,77,1-28-2020-077-04,4,1,1,8,195.559409656667,3,5
16446,28,10,1-28-2020-010-04,4,1,1,8,285.458690307215,3,5
16780,28,17,1-28-2020-017-10,10,1,3,8,117.527796099707,3,5
16347,28,7,1-28-2020-007-09,9,1,1,8,533.770087323489,3,5
20070,28,93,1-28-2020-093-01,1,1,3,8,47.266210623886,3,5
20071,28,94,1-28-2020-094-06,6,1,1,8,206.243950739062,3,5
19507,28,81,1-28-2020-081-10,10,1,2,8,1786.95106991524,3,5
19030,28,69,1-28-2020-069-06,6,1,1,8,44.099430412312,3,5
18128,11,44,1-11-2020-044-01,1,1,1,2,273.622518722446,8,5
17630,11,35,1-11-2020-035-06,6,1,1,2,4042.28675983077,8,5
17185,48,24,1-48-2020-024-08,8,1,1,2,82.6337260427965,12,5
16030,48,1,1-48-2020-001-06,6,1,1,2,412.355953905343,12,5
17277,48,26,1-48-2020-026-08,8,1,1,2,99.1200127194786,12,5
17352,11,29,1-11-2020-029-01,1,1,1,2,84.1646876922519,8,5
18879,11,64,1-11-2020-064-07,7,2,1,2,7789.08886192104,8,5
18880,11,65,1-11-2020-065-01,1,1,1,2,120.425098587223,8,5
16342,11,7,1-11-2020-007-04,4,3,1,2,1774.63322434107,8,5
19742,11,87,1-11-2020-087-06,6,1,1,2,3463.41517400235,8,5
17682,31,34,1-31-2020-034-09,9,1,3,2,509.525909718586,6,5
17201,31,28,1-31-2020-028-06,6,1,1,2,247.444581580137,6,5
17968,31,40,1-31-2020-040-01,1,1,1,2,265.213577621193,6,5
