CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,SEATLOC,CASEWGT,PSUSTRAT,VERSION
6114,27,1,1-27-2017-001-07,7,1,2,11,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,3,11,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,3,21,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,4,13,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,5,13,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,6,13,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,6,23,2072.96617929403,3,2
6095,24,1,1-24-2017-001-07,7,1,3,11,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,3,21,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,4,13,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,5,13,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,6,13,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,6,23,1057.24455000333,1,2
6103,16,2,1-16-2017-002-03,3,2,1,11,299.333672633261,5,2
6103,16,2,1-16-2017-002-03,3,2,2,11,299.333672633261,5,2
6103,16,2,1-16-2017-002-03,3,2,3,13,299.333672633261,5,2
6103,16,2,1-16-2017-002-03,3,2,4,13,299.333672633261,5,2
6106,19,3,1-19-2017-003-02,2,1,1,11,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,2,11,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,3,11,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,3,21,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,4,13,102.089013427492,9,2
6111,19,4,1-19-2017-004-05,5,1,1,11,84.4524216922148,9,2
6111,19,4,1-19-2017-004-05,5,1,2,11,84.4524216922148,9,2
6111,19,4,1-19-2017-004-05,5,1,3,11,84.4524216922148,9,2
6111,19,4,1-19-2017-004-05,5,1,3,21,84.4524216922148,9,2
6118,17,3,1-17-2017-003-08,8,1,1,11,186.330803198876,4,2
6118,17,3,1-17-2017-003-08,8,1,2,13,186.330803198876,4,2
6117,17,2,1-17-2017-002-09,9,1,1,11,1415.1062926472,4,2
6117,17,2,1-17-2017-002-09,9,1,2,13,1415.1062926472,4,2
6104,16,3,1-16-2017-003-05,5,2,1,11,51.0113857468289,5,2
6104,16,3,1-16-2017-003-05,5,2,2,13,51.0113857468289,5,2
6130,23,3,1-23-2017-003-06,6,2,1,11,474.463369126954,5,2
6144,26,1,1-26-2017-001-10,10,2,1,11,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,2,2,11,20830.7351125155,10,2
6092,14,1,1-14-2017-001-05,5,2,1,11,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,2,2,13,223.196555918989,8,2
6121,13,2,1-13-2017-002-03,3,2,1,11,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,2,13,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,3,11,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,4,13,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,5,21,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,5,11,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,6,23,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,6,13,721.076485952799,7,2
6085,30,1,1-30-2017-001-03,3,2,1,11,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,2,11,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,3,13,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,4,13,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,5,11,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,5,21,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,5,31,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,6,23,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,6,33,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,6,13,73.2399735499352,10,2
6101,32,2,1-32-2017-002-02,2,1,1,11,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,2,13,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,3,11,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,4,13,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,5,11,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,5,21,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,6,23,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,6,13,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,7,21,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,8,23,82.3625753483227,7,2
6110,12,1,1-12-2017-001-06,6,1,1,11,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,2,13,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,3,11,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,3,21,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,4,13,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,4,23,831.843534377453,9,2
6092,14,1,1-14-2017-001-05,5,1,1,11,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,2,11,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,3,11,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,3,21,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,4,13,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,5,13,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,6,13,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,6,23,223.196555918989,8,2
6106,19,3,1-19-2017-003-02,2,1,5,13,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,6,13,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,6,23,102.089013427492,9,2
6131,22,1,1-22-2017-001-02,2,1,1,11,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,2,11,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,3,13,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,4,13,57.5944953362226,12,2
6112,19,5,1-19-2017-005-03,3,2,1,11,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,2,11,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,3,11,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,3,21,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,4,13,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,5,13,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,6,23,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,6,13,639.392649632869,9,2
6131,22,1,1-22-2017-001-02,2,1,5,11,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,5,21,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,6,13,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,6,23,57.5944953362226,12,2
6144,26,1,1-26-2017-001-10,10,1,1,11,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,1,2,11,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,1,3,11,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,1,3,21,20830.7351125155,10,2
6131,22,1,1-22-2017-001-02,2,2,1,11,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,2,2,13,57.5944953362226,12,2
6148,28,1,1-28-2017-001-04,4,1,1,11,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,2,11,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,3,11,204.800494620173,3,2
6105,19,2,1-19-2017-002-05,5,1,1,11,84.4524216922148,9,2
6101,32,2,1-32-2017-002-02,2,2,1,11,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,2,13,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,3,11,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,4,13,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,5,11,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,5,21,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,6,13,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,6,23,82.3625753483227,7,2
6148,28,1,1-28-2017-001-04,4,1,4,11,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,4,21,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,5,21,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,6,23,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,7,13,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,8,13,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,9,23,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,9,13,204.800494620173,3,2
6170,32,4,1-32-2017-004-03,3,2,1,11,920.857885382022,7,2
6182,17,4,1-17-2017-004-09,9,1,1,11,384.013662303031,4,2
6182,17,4,1-17-2017-004-09,9,1,2,13,384.013662303031,4,2
6182,17,4,1-17-2017-004-09,9,1,3,11,384.013662303031,4,2
6182,17,4,1-17-2017-004-09,9,1,4,13,384.013662303031,4,2
6188,19,8,1-19-2017-008-08,8,1,1,11,306.905612993846,9,2
6187,19,7,1-19-2017-007-05,5,1,1,11,79.9848995102589,9,2
6164,28,2,1-28-2017-002-06,6,1,1,11,217.971600402965,3,2
6164,28,2,1-28-2017-002-06,6,1,2,13,217.971600402965,3,2
6192,26,2,1-26-2017-002-09,9,1,1,11,3498.03165471544,10,2
6170,32,4,1-32-2017-004-03,3,2,2,13,920.857885382022,7,2
6170,32,4,1-32-2017-004-03,3,2,3,11,920.857885382022,7,2
6170,32,4,1-32-2017-004-03,3,2,4,13,920.857885382022,7,2
6170,32,4,1-32-2017-004-03,3,2,5,11,920.857885382022,7,2
6170,32,4,1-32-2017-004-03,3,2,5,21,920.857885382022,7,2
6170,32,4,1-32-2017-004-03,3,2,6,13,920.857885382022,7,2
6170,32,4,1-32-2017-004-03,3,2,6,23,920.857885382022,7,2
6195,24,2,1-24-2017-002-02,2,2,1,11,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,2,11,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,3,11,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,1,11,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,2,11,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,3,11,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,3,21,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,4,13,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,5,13,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,6,13,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,1,6,23,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,4,11,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,4,21,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,5,13,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,6,13,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,7,13,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,7,23,71.0568449065563,1,2
6184,17,6,1-17-2017-006-04,4,1,1,11,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,2,11,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,3,11,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,3,21,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,4,13,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,5,13,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,6,13,214.939687324865,4,2
6184,17,6,1-17-2017-006-04,4,1,6,23,214.939687324865,4,2
6155,30,2,1-30-2017-002-05,5,1,1,11,37.8522806752521,10,2
6155,30,2,1-30-2017-002-05,5,1,2,13,37.8522806752521,10,2
6155,30,2,1-30-2017-002-05,5,1,3,11,37.8522806752521,10,2
6155,30,2,1-30-2017-002-05,5,1,4,13,37.8522806752521,10,2
6155,30,2,1-30-2017-002-05,5,1,5,11,37.8522806752521,10,2
6155,30,2,1-30-2017-002-05,5,1,5,21,37.8522806752521,10,2
6155,30,2,1-30-2017-002-05,5,1,6,13,37.8522806752521,10,2
6155,30,2,1-30-2017-002-05,5,1,6,23,37.8522806752521,10,2
6165,23,4,1-23-2017-004-06,6,1,1,11,561.326705636604,5,2
6165,23,4,1-23-2017-004-06,6,1,1,21,561.326705636604,5,2
6165,23,4,1-23-2017-004-06,6,1,2,13,561.326705636604,5,2
6165,23,4,1-23-2017-004-06,6,1,2,23,561.326705636604,5,2
6183,17,5,1-17-2017-005-04,4,1,1,11,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,2,13,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,3,11,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,4,13,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,5,11,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,5,21,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,6,13,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,6,23,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,7,21,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,8,23,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,9,11,214.939687318745,4,2
6183,17,5,1-17-2017-005-04,4,1,10,13,214.939687318745,4,2
6175,16,5,1-16-2017-005-09,9,2,1,11,2962.15877300143,5,2
6175,16,5,1-16-2017-005-09,9,2,2,13,2962.15877300143,5,2
6132,22,2,1-22-2017-002-06,6,1,1,11,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,2,11,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,3,13,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,4,13,198.309823245595,12,2
6182,17,4,1-17-2017-004-09,9,2,1,11,384.013662303031,4,2
6182,17,4,1-17-2017-004-09,9,2,2,13,384.013662303031,4,2
6132,22,2,1-22-2017-002-06,6,1,5,11,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,5,21,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,6,13,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,6,23,198.309823245595,12,2
6185,12,2,1-12-2017-002-06,6,2,1,11,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,2,2,13,6809.55000197747,9,2
6207,20,4,1-20-2017-004-04,4,2,1,11,671.332756770817,11,2
6207,20,4,1-20-2017-004-04,4,2,2,11,671.332756770817,11,2
6207,20,4,1-20-2017-004-04,4,2,2,21,671.332756770817,11,2
6207,20,4,1-20-2017-004-04,4,2,3,11,671.332756770817,11,2
6133,21,1,1-21-2017-001-03,3,1,1,11,299.98594818982,11,2
6133,21,1,1-21-2017-001-03,3,1,2,11,299.98594818982,11,2
6134,21,2,1-21-2017-002-09,9,1,1,11,440.927593351114,11,2
6134,21,2,1-21-2017-002-09,9,1,2,13,440.927593351114,11,2
6196,24,3,1-24-2017-003-03,3,1,1,11,359.818309819376,1,2
6196,24,3,1-24-2017-003-03,3,2,1,11,359.818309819376,1,2
6196,24,3,1-24-2017-003-03,3,2,2,11,359.818309819376,1,2
6196,24,3,1-24-2017-003-03,3,2,3,13,359.818309819376,1,2
6196,24,3,1-24-2017-003-03,3,2,4,13,359.818309819376,1,2
6215,32,5,1-32-2017-005-05,5,1,1,11,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,1,2,13,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,1,3,11,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,1,4,13,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,1,5,11,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,1,5,21,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,1,6,23,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,1,6,13,156.929343754051,7,2
6179,13,4,1-13-2017-004-03,3,3,1,11,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,2,11,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,1,11,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,2,11,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,3,13,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,4,13,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,5,11,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,5,21,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,6,13,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,6,23,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,3,11,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,3,21,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,4,13,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,5,13,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,6,13,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,6,23,1311.02538454043,7,2
6175,16,5,1-16-2017-005-09,9,1,1,11,2962.15877300143,5,2
6203,33,2,1-33-2017-002-03,3,1,1,11,119.342505820862,12,2
6203,33,2,1-33-2017-002-03,3,1,2,11,119.342505820862,12,2
6203,33,2,1-33-2017-002-03,3,1,3,11,119.342505820862,12,2
6203,33,2,1-33-2017-002-03,3,1,4,13,119.342505820862,12,2
6203,33,2,1-33-2017-002-03,3,1,5,13,119.342505820862,12,2
6203,33,2,1-33-2017-002-03,3,1,6,13,119.342505820862,12,2
6204,33,3,1-33-2017-003-09,9,1,1,11,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,1,21,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,2,11,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,3,11,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,4,13,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,5,13,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,6,13,564.254277306589,12,2
6204,33,3,1-33-2017-003-09,9,1,6,23,564.254277306589,12,2
6198,22,3,1-22-2017-003-09,9,1,1,11,358.511606967376,12,2
6199,22,4,1-22-2017-004-07,7,1,1,11,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,2,11,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,3,11,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,3,21,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,4,13,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,5,13,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,6,13,211.337813213927,12,2
6199,22,4,1-22-2017-004-07,7,1,6,23,211.337813213927,12,2
6189,19,9,1-19-2017-009-05,5,1,1,11,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,2,11,79.9848995102589,9,2
6186,19,6,1-19-2017-006-04,4,1,1,11,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,2,11,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,3,11,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,3,21,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,4,13,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,5,13,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,6,13,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,1,6,23,1259.52606882267,9,2
6140,20,2,1-20-2017-002-03,3,1,1,11,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,2,11,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,3,13,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,4,13,51.7419523783465,11,2
6198,22,3,1-22-2017-003-09,9,1,2,13,358.511606967376,12,2
6215,32,5,1-32-2017-005-05,5,2,1,11,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,2,13,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,3,11,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,4,13,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,5,21,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,5,11,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,6,23,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,6,13,156.929343754051,7,2
6177,31,2,1-31-2017-002-10,10,2,1,11,1073.84216837139,6,2
6177,31,2,1-31-2017-002-10,10,2,2,13,1073.84216837139,6,2
6187,19,7,1-19-2017-007-05,5,2,1,11,79.9848995102589,9,2
6185,12,2,1-12-2017-002-06,6,1,1,11,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,1,2,11,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,1,2,21,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,1,3,13,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,1,4,13,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,1,4,23,6809.55000197747,9,2
6189,19,9,1-19-2017-009-05,5,1,3,11,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,3,21,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,4,13,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,5,13,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,6,13,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,6,23,79.9848995102589,9,2
6200,22,5,1-22-2017-005-04,4,1,1,11,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,2,11,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,3,11,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,3,21,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,4,13,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,5,13,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,6,13,220.136301508367,12,2
6200,22,5,1-22-2017-005-04,4,1,6,23,220.136301508367,12,2
6140,20,2,1-20-2017-002-03,3,1,5,11,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,5,21,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,6,13,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,6,23,51.7419523783465,11,2
6180,13,5,1-13-2017-005-03,3,2,1,11,1311.02538453678,7,2
6180,13,5,1-13-2017-005-03,3,2,2,11,1311.02538453678,7,2
6180,13,5,1-13-2017-005-03,3,2,3,13,1311.02538453678,7,2
6180,13,5,1-13-2017-005-03,3,2,4,11,1311.02538453678,7,2
6180,13,5,1-13-2017-005-03,3,2,5,13,1311.02538453678,7,2
6223,14,5,1-14-2017-005-06,6,1,1,11,2850.08274068618,8,2
6223,14,5,1-14-2017-005-06,6,1,2,11,2850.08274068618,8,2
6223,14,5,1-14-2017-005-06,6,1,2,21,2850.08274068618,8,2
6223,14,5,1-14-2017-005-06,6,1,3,13,2850.08274068618,8,2
6223,14,5,1-14-2017-005-06,6,1,4,13,2850.08274068618,8,2
6223,14,5,1-14-2017-005-06,6,1,4,23,2850.08274068618,8,2
6222,14,4,1-14-2017-004-10,10,1,1,11,5496.44877828333,8,2
6222,14,4,1-14-2017-004-10,10,1,2,11,5496.44877828333,8,2
6222,14,4,1-14-2017-004-10,10,1,2,21,5496.44877828333,8,2
6222,14,4,1-14-2017-004-10,10,1,3,13,5496.44877828333,8,2
