CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,CASEWGT,PSUSTRAT,VERSION
15738,2019,77,137,1-77-2019-137-01,1,12,4,08:15,1,2,9,97,2,0,1,9,9,6,Vehicle #1 was traveling southbound on a two lane roadway while Vehicle #2 was traveling northbound on the same roadway. Vehicle #2's frontal plane contacted Vehicle #1's right side plane.,105.374114839707,9,4
15739,2019,77,138,1-77-2019-138-03,3,12,4,19:19,2,3,99,99,0,0,0,2,2,1,"Vehicles #1, #2, #3 were all traveling southbound on a two-lane, two-way roadway. V2 and V3 slowed for debris in the roadway.  Vehicle #1's frontal plane contacted Vehicle #2's rear plane. Vehicle #2's frontal plane then contacted Vehicle #3's rear plane.",704.267538567496,9,4
15267,2019,66,63,1-66-2019-063-04,4,9,3,12:15,2,2,0,0,0,0,0,2,9,4,"V1 was traveling west on a two lane, two way, undivided roadway, through a 4 leg intersection. V2 was traveling north on a two lane, two way, undivided roadway through the same intersection. The front plane of V2 contacted the left side plane of V1. V1 went off the south west side of the intersection striking a stop sign. V1 came to final rest off the roadway facing south. V2 came to final rest near the point of impact facing north east.",782.644851318856,6,4
14155,2019,26,75,1-26-2019-075-06,6,6,3,05:00,4,1,0,0,0,0,0,2,2,0,V1 was traveling south east in the #2 lane of a 2 lane roadway. V1 departed the roadway on the left where the front left tire impacted the center median curb. V1 returned to the roadway from the left and then departed the roadway again to the right. The front right tire impacted a curb. V1 continued over the sidewalk where the front of V1 impacted a wooden post holding a large electrical box which fell on the hood of V1. V1 continued forward where the right side of V1 impacted a barbed wire fence post. V1 rotated clockwise before coming to rest.,501.170760834925,10,4
14211,2019,31,38,1-31-2019-038-06,6,6,3,23:22,6,1,2,6,1,0,4,2,2,0,V1 was westbound on a two lane two way undivided roadway. A deer entered the path of V1 causing V1 to depart its travel lane to the left then the left side of the roadway. V1 then traveled down an embankment impacting three trees (event 1-3) with the frontal plane causing damage. V1 continued down the embankment striking a tree with the left side A pillar causing damage to the occupant compartment (event 4). V1 then impacted two more trees (event 5 & 6) before coming to final rest at the final point of impact facing southwest.,625.833046034575,6,4
14169,2019,18,33,1-18-2019-033-04,4,6,4,05:40,1,1,0,0,0,0,0,2,2,0,Vehicle #1 was traveling west in lane 1 on a two lane roadway. The front of V1 contacted an animal.,294.826152231944,6,4
14170,2019,18,34,1-18-2019-034-04,4,6,6,21:11,1,1,1,1,1,0,0,2,2,0,Vehicle #1 was traveling north on a two lane undivided roadway.  The front of V1 contacted a deer.,294.826152231944,6,4
14148,2019,12,39,1-12-2019-039-03,3,6,3,14:59,1,2,1,1,3,0,4,2,2,4,Vehicle #1 was traveling east bound in lane two approaching an intersection. Vehicle #2 was traveling north bound in lane three attempting to turn west bound at the intersection. Both vehicles entered the intersection and the front of V1 contacted the left side of V2.,329.332719068992,9,4
14149,2019,12,40,1-12-2019-040-03,3,6,1,16:20,1,1,1,1,2,0,4,2,2,0,Vehicle #1 was traveling north bound. V1 departed the roadway on the right side and contacted the front bumper on an embankment.,329.332719068992,9,4
14150,2019,27,38,1-27-2019-038-06,6,6,7,15:55,3,2,1,1,2,0,4,2,2,4,"V1 was passing through an intersection going northwest on a two-way, two-lane road while ascending a long gradual incline.  V2 was traveling northeast on a two-way, two-lane road passing through the same intersection.  The front of V1 impacted the right side of V2. V2 then initiated into a two quarter, left-leading roll landing on its roof. The front of V2 then impacted a guardrail face while sliding on its roof.",137.699333258201,3,4
14151,2019,14,34,1-14-2019-034-02,2,6,7,18:01,2,1,1,1,1,0,3,1,2,0,Vehicle 1 was traveling on a two-lane two-way not physically divided roadway in the number 1 lane negotiating a curve to the left. Vehicle 1 departed the roadway on the right side in the middle of the turn. The front of V1 contacted a sign and continued into a tree located of the right side of the roadway. Vehicle 1 came to final rest against the tree facing in the easterly direction.,204.110511522114,8,4
14152,2019,14,35,1-14-2019-035-07,7,6,7,13:34,2,3,0,0,0,0,0,2,2,4,"V1 was heading north, approaching an intersection, on a two lane roadway that was under construction. V2 was headed eastbound and V3 was headed westbound, both vehicles approaching the intersection. V1 turned left and V1's left side contacted V2's front. V1 then rotated clockwise and V1's front contacted V3's left side.",14244.7314125009,8,4
14153,2019,31,37,1-31-2019-037-06,6,6,6,02:28,1,1,9,97,1,0,9,2,2,0,"V1 was traveling westbound on a two lane, two way, undivided roadway. V1 departed the right side of the roadway traveling into a ditch impacting the the ditch bank with the frontal plane causing damage. V1 came to final rest at the point of impact facing west.",456.865787275032,6,4
14105,2019,30,66,1-30-2019-066-07,7,6,1,05:09,1,1,99,99,0,0,9,9,9,0,Vehicle 1 was traveling north on a two-way not physically divided roadway in the #1 lane. Vehicle 2 is not in transport and is parked legally on the side of the roadway. Vehicle 1's right side made contact with Vehicle 2's left side.,8109.59920060268,10,4
14131,2019,66,38,1-66-2019-038-06,6,6,3,13:10,2,1,1,1,1,0,4,2,1,0,"V1 was heading east on a two lane, two way, undivided roadway. V1 attempted to turn right at a 4 way intersection and entered a clockwise yaw. V1 departed the south east corner of the roadway striking a sign with its frontal plane. V1 then began to roll, left side leading, down an embankment. V1 rolled 3 quarter turns onto its right side and then fell back onto its top plane where it came to final rest heading south west.",306.205507027914,6,4
14163,2019,10,33,1-10-2019-033-07,7,6,4,17:09,1,2,0,0,0,0,0,2,2,5,V1 was traveling north in the first lane on a four lane non-physically divided roadway. V2 was traveling north in the second lane.  V1 departed lane to the left. The left side of V1 impacted with the right side of V2. V2 came to final rest facing north in original lane. V1 came to final rest straddling the lane line between the first lane and second lane.,1282.12320551618,4,4
14164,2019,10,34,1-10-2019-034-02,2,6,3,15:35,1,2,2,4,3,0,3,2,2,2,"V1 was traveling north on a two way, non-physically divided roadway, V2 was traveling south on the same roadway. V1 departed lane to the left. The front of V1 impacted the front of V2, V1 came to final rest facing north in southbound lane. V2 came to final rest facing south in original lane.",18.8599899753226,4,4
14165,2019,17,71,1-17-2019-071-04,4,6,3,11:25,1,2,1,2,1,0,6,9,1,4,"V1 was traveling west on a four lane, two way roadway approaching an intersection.  V2 was traveling east on the same roadway approaching the same intersection.  At the intersection V1 turned left and the front of V2 contacted the right side of V1.",1471.37440027968,4,4
14166,2019,33,62,1-33-2019-062-05,5,6,5,00:30,6,1,2,5,1,0,4,1,1,0,"Vehicle #1 was traveling west, negotiating a right curve. V2 was parked facing south in a private driveway. V1 departed the road to the left and began to rotate clockwise. The front plane of V1 contacted a utility pole, then the left plane of V1 contacted the left plane of V2. V1 began to rotate counter clockwise and flipped over four quarter turns to the left. V1's left plane contacted three trees.",45.7990116592578,12,4
14167,2019,15,45,1-15-2019-045-04,4,6,7,15:15,1,2,99,99,0,0,9,9,9,1,"V1 was traveling eastbound on a two way roadway with a single lane of travel in each direction. V2 was traveling in front of V1. As V2 approached the intersection, the frontal plane of V1 made impact with the rear plane of V2.",457.191940586396,1,4
14204,2019,16,44,1-16-2019-044-04,4,6,3,14:40,1,2,1,1,1,0,0,2,2,4,V1 was traveling in a southeast direction on a five lane undivided roadway in lane number 2.  V2 was trveling northeast on a three lane intersecting roadway in lane number 1. V1 and V2 entered into the intersection at the same time. The right side of V1 collided with the front of V2. Both vehicles came to final rest near point of impact.,808.873953630084,5,4
14205,2019,48,38,1-48-2019-038-03,3,6,6,00:23,2,1,1,1,1,0,6,1,1,0,V1 was traveling north on a two lane not physically divided roadway.  V1 exited the roadway to the left and struck a utility pole with its front then continued to travel and the front and sides struck a barbed wire fence.  V1 continued to travel through a field and came to rest.,127.264165516253,12,4
14206,2019,48,39,1-48-2019-039-04,4,7,2,12:06,6,6,2,6,3,0,3,2,2,4,"V3, V4, V5 were stopped at a traffic signal facing southbound on a 7 lane non physically divided roadway V2 and V6 were traveling northbound. V1 (heavy truck) was westbound toward the intersection. The front of V1 struck the right side of V2 causing V2 to strike the front of V3 the front of V4 causing the rear of V2 to contact the front of V5. V6 (motorcycle) laid down the motorcycle to avoid a collision with V1 and V2.",411.874687991222,12,4
14207,2019,32,75,1-32-2019-075-02,2,6,7,21:24,2,1,2,8,1,0,3,2,2,0,"V1 was traveling south bound on a 2 lane divided roadway in lane 1. V1 departed the roadway to the right, V1 then impacted a parking sign pole with it's front. V1 continued through the parking sign pole and the front of V1 impacted a wooden utility pole.",57.9132163315952,7,4
12927,2019,54,9,1-54-2019-009-03,3,2,3,17:10,2,2,1,1,1,0,4,2,2,4,"V1 was traveling south in lane one on a four lane, two way divided roadway approaching an intersection. V2 was stopped at the same intersection, facing east and turning left to travel north. As V2 attempted to turn left V1 traveled straight through the intersection. In the intersection the front of V1 contacted the left side of V2. V2 then rotated clockwise and the front of V2 contacted a light pole.",145.115650020948,9,4
14102,2019,13,45,1-13-2019-045-03,3,6,6,05:20,2,1,3,10,1,1,3,2,2,0,"Vehicle 1 was traveling west, negotiating a right curve. V1 departed the roadway on the left side. The LF wheel contact the curb. V1 continued west on the raised median where the front of V1 then contacted a tree.",1633.86378194072,7,4
14103,2019,26,74,1-26-2019-074-06,6,6,3,07:50,1,2,99,99,0,0,9,2,2,1,V1 and V2 were traveling south west on a 5 lane highway in the #4 lane. V2 was slowing due to traffic. The front of V1 impacted the back of V2.,365.411453790519,10,4
14198,2019,66,39,1-66-2019-039-06,6,6,6,22:30,1,1,1,1,1,0,0,2,9,0,"V1 was traveling east on a 2 lane, 2 way, undivided roadway. V1 struck a cow with its frontal plane. V1 came to final rest in its original travel lane, headed east, near the point of impact.",126.563264397582,6,4
14199,2019,66,40,1-66-2019-040-10,10,6,7,18:00,2,1,0,0,0,0,0,2,9,0,"V1 was traveling east on a two lane, two way, undivided roadway, cresting a hill. V1 attempted to miss a deer in the roadway by steering right and went off the right side of the roadway. V1 steered back onto the roadway, over correcting, and entered a clockwise yaw. V1 departed the right side of the roadway again traveling southeast down an embankment striking a barbwire fence with its front and an unknown object contacting the undercarriage. V1 came to final rest just south of the fence, heading south.",192.358934979935,6,4
14201,2019,73,39,1-73-2019-039-04,4,6,6,08:58,1,1,0,0,0,0,0,9,9,0,"V1 was traveling south east on a two way, two lane, undivided roadway. A deer crossed the path of V1 striking the frontal plane of V1. V1 came to final rest on the roadway.",44.6691689414883,3,4
14202,2019,52,30,1-52-2019-030-09,9,6,7,15:05,1,1,2,4,1,0,4,2,2,0,V1 was traveling north on a 2 lane non physically divided roadway. V1 made contact to the rear of V2 which was legally parked with no occupants facing north on the east side of the road.,352.417172866896,12,4
14235,2019,18,35,1-18-2019-035-07,7,6,2,02:06,5,1,0,0,0,0,0,2,2,0,Vehicle #1 was traveling north.  At at T-intersection V1 began to turn left and departed the end of the road.  The front right wheel of V1 impacted a curb.  V1 continued off road and contacted a stand of 4 trees.  3 trees contacted the front plane and one contacted the right plane.,999.60334603183,6,4
14236,2019,22,60,1-22-2019-060-10,10,6,6,09:00,1,2,0,0,0,0,0,2,2,9,"Vehicle 1 was northbound in lane two on a two way, five lane, with two way center turn lane, undivided roadway, stopped in traffic. Vehicle 2 was northbound on the same roadway in lane 3, the two way left turn lane. Vehicle 1 started an U-Turn to travel southbound. The left side of V1 struck the right side of V2.",2885.97029404807,12,4
14193,2019,59,48,1-59-2019-048-02,2,6,5,15:53,1,2,3,10,3,1,3,2,2,4,V1 was westbound on a two-lane roadway approaching an intersection. V2 was southbound on the intersecting two lane roadway approaching the intersection. As both vehicles proceeded straight through the intersection the front of V2 impacted the right side of V1. V2 slightly rotated clockwise and came to final rest facing south. V1 continued forward approximately another 10 meters and came to final rest facing west.,73.6841192868472,6,4
14194,2019,28,34,1-28-2019-034-02,2,5,7,02:51,7,1,3,17,2,1,3,9,9,0,"V1 was north bound on a two lane, bidirectional paved roadway.  V1 departed the roadway to the right, and traveled approximately 140 meters parallel with the roadway before V1 impacted an embankment with its frontal plane. V1 then impacted a cement block/4""x4"" fence, a large rock,  a decorative antique plow, a chain link fence, and a utility pole with its frontal plane. After impact with the utility pole, V1 rotated counter clockwise, rolling over 2 quarter turns before coming to final rest on its roof, on top of a chain link fence.",43.8808232157901,3,4
14195,2019,28,35,1-28-2019-035-04,4,6,1,08:04,1,1,0,0,0,0,0,2,2,0,"V1 was traveling south on a two lane, bidirectional paved roadway, when a deer entered the roadway from the left side of the road. V1's frontal plane impacted the animal.",121.74707079838,3,4
14196,2019,76,28,1-76-2019-028-02,2,6,2,04:43,1,1,3,10,1,1,3,9,1,0,"V1 was traveling south on a two way, two lane, undivided roadway.  V1 departed the right road edge.  V1 struck a utility pole with its frontal plane, rotated approximately 180 degrees clockwise, and came to final rest.",17.8412675214616,3,4
14209,2019,32,77,1-32-2019-077-10,10,6,1,15:06,1,2,0,0,0,0,0,2,2,4,V1 was traveling south on a 3 lane undivided roadway in lane 2 approaching an intersection. V2 was traveling east on 4 lane one way road approaching the same intersection. During the intersection the front of V1 impacted the left side of V2.,22176.1474139505,7,4
14232,2019,27,39,1-27-2019-039-07,7,6,6,19:13,1,2,0,0,0,0,0,9,9,4,"V1 was traveling east on a two-lane, two-way road approaching an intersection to make a left turn. V2 was traveling west on the same road. The front of V2 impacted the right side of V1.",567.151939799405,3,4
14233,2019,27,40,1-27-2019-040-08,8,6,2,10:16,1,1,1,2,1,0,4,9,1,0,"V1 was traveling west on a two-lane, two-way road that curved to the left and ascended an incline. V1 departed the right side of the road climbed up a rock formation causing V1 to roll onto its left side. V1 slid nearly 36 meters and came to rest in the roadway.",101.970951431176,3,4
14213,2019,12,41,1-12-2019-041-06,6,6,1,08:02,6,1,1,3,1,0,4,2,2,0,"Vehicle #1 was traveling east bound. V1 departed the road on the right side and contacted the front bumper on two trees, a pole, and then three more trees.",850.482251642462,9,4
14214,2019,26,78,1-26-2019-078-06,6,6,6,21:12,1,2,99,99,0,0,0,2,2,4,V1 was traveling north east through an intersection in the #2 lane of a 5 lane roadway. V2 was traveling south east turning left in an intersection to head north east. The front of V2 impacted the left side of V1.,869.460319770097,10,4
14215,2019,26,79,1-26-2019-079-01,1,3,6,23:40,5,1,5,57,4,3,1,1,1,0,V1 was negotiating a right hand curve southbound on a 2 lane freeway off-ramp in the number 2 lane. V1 departed the roadway to the left side. The left side of V1 impacted a tree.  The collision caused V1 to be split in half at the B-Pillar.  The back half rotated counter clockwise coming rest just past the first tree impact.  The front half of V1 rotated counter clockwise and traveled forward where the front of V1 impacted the ground and the front of V1 impacted a second tree. The front half of V1 came to rest near the second tree impact.,46.2404927788967,10,4
12836,2019,76,6,1-76-2019-006-07,7,1,3,14:47,1,1,0,0,0,0,0,9,9,0,V1 was traveling west on a two-way undivided tw- lane roadway approaching a T intersection. V1 continued straight through the intersection and departed the roadway on the west edge. The front of V1 contacted an embankment and came to final rest off of the roadway.,38.3115520704336,3,4
12837,2019,73,6,1-73-2019-006-07,7,2,3,19:44,2,3,1,2,1,0,4,1,2,1,"V1 and V2 were traveling south on two lane, two way undivided roadway with V1 behind V2. V3 was traveling north on the same roadway. V2 stopped to make left turn into driveway. V1 attempted to pass V2 on the west berm and the front of V1 contacted the rear of V2. V2 was pushed forward and left into the northbound travel lane. The front of V1 then contacted the left side of V3.",107.440421802057,3,4
12838,2019,13,13,1-13-2019-013-03,3,2,5,18:32,1,2,1,1,1,0,4,2,2,1,V1 was traveling north in lane two of five on a one way roadway. V2 was stopped facing north in the same lane ahead of V1. The front of V1 contacted the back of V2.,403.419401621292,7,4
12839,2019,29,15,1-29-2019-015-04,4,2,7,09:29,1,2,1,1,1,0,6,2,2,4,V1 was traveling west on a two lane two-way undivided roadway approaching an intersection. V2 was traveling north on a two lane two-way undivided roadway approaching the same intersection. V1 attempted to turn at the intersection and the front of V1 contacted the front of V2.,208.913148682746,2,4
12840,2019,20,10,1-20-2019-010-02,2,1,2,18:05,1,2,4,17,3,1,3,1,2,2,"V2 was traveling east in the number one lane of a three lane roadway composed of one lane of eastbound traffic and two lanes of westbound traffic separated by a painted median. V1 was traveling west in the number one lane on the same roadway. V1 departed the left side of its travel lane and crossed the number 2 westbound land and traveled through the painted median into the eastbound travel lane. The front of V2 collided with the front of V2. After colliding with V2, V1 continued to travel in a westerly direction while rotating counterclockwise and came to final rest facing south straddling the painted median and the eastbound travel lane.  After colliding with V1, V2 traveled in a southeasterly direction with a counter clockwise rotation off the right side of its lane of travel and onto the dirt shoulder ultimately coming to final rest on the south shoulder of the road facing north.",44.6123262498575,11,4
14225,2019,29,74,1-29-2019-074-06,6,6,7,03:08,3,1,1,1,2,0,5,9,9,0,V1 was traveling eastbound in the second lane of a four lane two-way undivided roadway. V1 departed the lane at left entering the third and fourth lanes before departing the roadway. The LF wheel of V1 contacted the curb (Event 1). V1 continued over the curb and the frontal plane of V1 contacted the wall (Event 2). V1 continued through the wall and rolled over onto the right side (Event 3). V1 continued forward rolling onto the roof. V1 then went back onto the right side and onto the wheels before hitting an embankment and rolling onto it's left side with final rest on the left side plane.,178.615812030058,2,4
14226,2019,76,30,1-76-2019-030-02,2,4,6,22:57,1,1,1,2,1,0,4,9,9,0,"V1 was traveling north a two way, three lane, undivided roadway negotiating a curve.  V2 was stopped on the northbound shoulder of the same roadway.  V1 departed the right side (eastern) lane line and the front of V1 contacted the rear of V2.  Both V1 and V2 came to final rest slightly off of the east edge of the roadway.",17.1010575156691,3,4
14227,2019,17,72,1-17-2019-072-06,6,7,2,15:19,2,2,2,4,1,0,4,9,9,4,"V1 was traveling west on a three-lane, two way roadway approaching an intersection. V2 was traveling north on a three-lane, two way roadway approaching the same intersection. In the intersection the front of V1 contacted the right side of V2. Subsequently, V2 rotated clockwise then tripped and rolled over one-quarter turn to the left and came to final rest on its left side.",113.789464667722,4,4
14228,2019,17,73,1-17-2019-073-06,6,6,1,08:53,1,1,9,97,1,0,0,9,9,0,V1 was heading south on a two lane two way roadway. V2 was legally parked facing south on the same two lane two way roadway. The front of V1 contacted the rear of V2.,113.789464667722,4,4
14239,2019,15,49,1-15-2019-049-04,4,4,5,07:08,1,2,99,99,0,0,9,9,9,4,"V1 was traveling northbound in the second lane of a two way roadway with two lanes of travel and a two way left turning lane in each direction. V2 was traveling on the same roadway in the same direction in the third, two way left turn lane. As V1 was making a left turn, the left side plane of V1 made impact with the frontal plane of V2.",2141.26514615279,1,4
14240,2019,33,63,1-33-2019-063-08,8,6,1,00:48,1,1,2,9,1,0,3,1,1,0,"Vehicle #1 was traveling SE. V1 lost control, and in initiated a counterclockwise (CCW) yaw before departing the left roadside, into the median area. The right front bumper corner area (right side) impacted the dense shrubbery as the vehicle continued to rotate CCW, engaging the entire right side plane. The driver was fully ejected out of the right side window glazing as the vehicle spun off of the shrubbery lined median to its final rest position.",76.8305227297019,12,4
14241,2019,33,64,1-33-2019-064-09,9,6,6,11:50,3,1,1,1,1,0,4,2,2,0,"Vehicle #1 was traveling North, negotiating a right curve. V1 departed the road to the left, and the left plane of V1 contacted a tree. V1 began to rotate counter-clockwise, the front plane contacted an unknown object and the right plane contacted another tree.",312.049454232807,12,4
14242,2019,32,78,1-32-2019-078-06,6,6,1,11:30,1,2,1,1,5,0,6,2,2,4,"V1 was traveling east, approaching an intersection. V2 was travelling north on the exit road of a shopping mall, approaching the same intersection. At the intersection, V2 attempted to turn left into the westbound lanes. Within the intersection, the front of V1 impacted the left side of V2.",1770.18112981331,7,4
14243,2019,17,75,1-17-2019-075-07,7,6,7,21:26,1,2,1,1,1,0,6,9,9,4,"V2 was traveling south on a two lane, two way roadway approaching an intersection. V1 was traveling south on the same roadway behind V2. As V1 was overtaking V2, V2 began to turn left onto the intersecting roadway and the front of V1 contacted the left side of V2.",373.005334180872,4,4
14178,2019,21,63,1-21-2019-063-04,4,6,6,11:55,1,2,0,0,0,0,0,2,2,1,"V1 was traveling east in lane 2 (of 2 lanes) on an interchange ramp behind V2, which was also in lane 2. V1 attempted to overtake V2 on its right and the front of V1 contacted the back of V2.",1352.22397648855,11,4
14180,2019,30,67,1-30-2019-067-03,3,6,1,13:47,2,2,1,2,2,0,3,2,1,4,"Vehicle 1 was traveling west on a 6-lane, two-way not physically divided, roadway in the #2 lane approaching an intersection. Vehicle 2 was traveling south on one-way, 4-lane roadway approaching the same intersection in the #2 lane. Vehicle 1's right side and Vehicle 2's front end made contact with each other as they both proceeded straight through the intersection. Vehicle 1 after initial contact rotated clockwise and rolled primarily to its left 2 quarter turns before coming to final rest on its roof.",1191.0487278567,10,4
14249,2019,16,45,1-16-2019-045-03,3,6,7,11:10,1,2,2,5,3,0,4,2,2,4,V1 was traveling east on a four lane undivided roadway.  V2 was traveling north on an unmarked access roadway. V2 entered on the four lane roadway going straight. The front of V1 impacted with the left of V2. V1 and V2 came to final rest near point of impact.,259.118709731833,5,4
14250,2019,13,50,1-13-2019-050-04,4,6,6,21:19,1,2,0,0,0,0,0,2,2,4,"Vehicle 1 was traveling east, exiting a driveway and Vehicle 2 was traveling south, in the first of two lanes on the intersecting roadway. V1 entered the roadway turning right. The left side of V1 was contacted by the front of V2.",2431.51086377429,7,4
14251,2019,31,40,1-31-2019-040-04,4,6,2,03:32,1,1,99,99,0,0,9,2,2,0,"V1 was westbound on a two-lane, one-way, roadway divided by a grass median. V1 impacted a deer with the frontal plane causing damage. V1 traveled to the right side of the road coming to final rest facing west.",1284.93714565934,6,4
13357,2019,48,19,1-48-2019-019-05,5,3,6,08:59,2,2,3,22,2,2,3,2,1,6,V1 was traveling south on a six lane non physically divided highway (4 travel lanes and 2 turn lanes). V1 began to yaw then crossed into north-bound traffic lanes and the right side of V1 struck the front of V2. V1 rotated counter-clockwise along with V2 rotating counter-clockwise where they stayed engaged as the right side of V1 and the left side of V2 and caused more damage.,97.9450546464292,12,4
13358,2019,59,30,1-59-2019-030-02,2,4,7,22:21,1,2,0,0,0,0,4,2,2,4,V1 was eastbound on two lane roadway approaching an intersection. V2 was southbound on a two lane roadway approaching the same intersection. V1 and V2 entered into the intersection at the same time. The front of V1 impacted with the right side of V2.,73.6841192868472,6,4
13359,2019,59,31,1-59-2019-031-08,8,4,7,03:40,1,1,1,1,1,0,6,1,9,0,V1 was northbound on two-lane roadway negotiating a curve to the left. V1 departed the roadway to the right. V1 traveled off the roadway going northbound and rotated counter-clockwise. V1 right front and right rear wheels dug into the ground resulting in the vehicle rolling over it's right side. V1 rolled 4 quarter turns coming to final rest on it's wheels in the westbound lane of a two-lane roadway facing west.,412.383910394128,6,4
13360,2019,54,19,1-54-2019-019-10,10,4,1,16:28,2,1,0,0,0,0,0,1,2,0,"Vehicle #1 was traveling east on a two-lane undivided roadway and departed the road to the right onto a grass residential lawn. V1 impacted a mailbox with the front plane then re-entered, crossed and departed the road to the left. V1 impacted a 3 strand barb-wire fence with the front plane and came to rest beyond the fence.",1226.36444529494,9,4
13361,2019,66,22,1-66-2019-022-10,10,4,2,14:50,1,2,0,0,0,0,0,2,9,4,"V1 was headed north on a two lane, two way, unmarked and undivided roadway. V2 was parked partially on the right shoulder and partially in the northbound lane of the same roadway, headed north. V1 was passing V2, when V2 began to move forward turning left toward a westbound driveway. V1 struck the left side plane of V2 with its right side plane. V1 came to final rest headed north on the left (west) side of the roadway. V2 came to final rest, behind V1, headed north on the left (west) side of the roadway.",192.358934979935,6,4
13362,2019,76,14,1-76-2019-014-07,7,3,6,09:19,1,1,0,0,0,0,0,9,9,0,"V1 was traveling east on a two lane, two way, undivided roadway.  A deer entered the roadway from the westbound lane (left side) contacting the front plane of V1.  V1 came to final rest on the roadway.",62.0145797721238,3,4
