CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,CASEWGT,PSUSTRAT,VERSION
23476,2021,24,145,1-24-2021-145-03,3,9,2,07:01,3,2,99,99,0,0,9,2,2,0,"V1 was traveling north in lane 2 on a four-lane, two-way roadway approaching a four-way intersection. V2 was traveling west in lane 1 on a two-lane divided roadway approaching the same intersection. As V1 entered the intersection, its front plane contacted a pedestrian. V1 continued forward as V2 entered the intersection and the front of V1 contacted the right side of V2. V1 rotated clockwise as V2 rotated counter-clockwise and the left side of V1 contacted the right side of V2. Both vehicles came to rest in the intersection facing north.",246.428236085863,1,6
23477,2021,24,146,1-24-2021-146-03,3,9,3,00:51,1,2,99,99,0,0,5,2,2,4,"Vehicle #1 was traveling west on a three-lane, two-way road in lane 2, approaching an intersection. Vehicle #2 was traveling east on the same road in lane 2, approaching the same intersection. V1 entered the intersection and turned left. The front plane of V1 contacted the front plane of V2. Both vehicles came to rest on the road.",246.428236085863,1,6
23478,2021,24,147,1-24-2021-147-03,3,9,4,14:11,3,4,2,4,1,0,4,2,2,1,"V1, V2, V3 and V4 were traveling east on a two lane undivided roadway in lane one.  The front of V1 contacted the rear of V2 was decelerating in road.  This pushed V2 forward.  The front of V2 contacted the rear plane of V3 that was stopped in traffic.  V3 was pushed forward into the rear of V4 that was also stopped in traffic.  V1 and V2 came to final rest in the eastbound lane facing east.  V3 and V4 pulled off the roadway to the right to final rest.",246.428236044893,1,6
23479,2021,52,159,1-52-2021-159-06,6,9,7,00:53,1,2,0,0,0,0,4,2,2,5,"Vehicle 1 was traveling west on a two-lane, one-way, undivided roadway in lane No. 2 position. Vehicle 2 was traveling west on the same roadway in the lane No. 1 position. Vehicle 1 attempted to change lanes to the right. The right side of Vehicle 1 contacted the front of Vehicle 2. Vehicle 1 then rotated coming to rest facing east in the westbound lane. V2 came to rest, still facing west.",77.2791938126918,12,6
23511,2021,20,133,1-20-2021-133-01,1,6,4,15:48,5,2,1,1,2,0,1,9,2,0,"V1 was traveling north in lane 2 on a 3-lane divided roadway. V2 was traveling south in lane 1 on a 3-lane divided roadway. V1 departed its left road edge onto the dirt/grass median and the front of V1 impacted a metal utility marker. V1 continued across the median into the southbound lanes, and began to travel north in lane two of the southbound lanes. V1 then crossed over to lane one of the southbound lanes towards the paved shoulder and the front of V1 impacted the front of V2. After the impact V1 rolled left, one quarter turn and came to rest on its driver side, on the dirt shoulder facing a northwest direction. After the impact V2 continued off the roadway and the front of V2, impacted a barbed wire fence, then V2 rolled left one quarter turn, coming to rest on its driver side, in a ditch, facing a northerly direction.",128.195306962934,11,6
23510,2021,22,95,1-22-2021-095-09,9,9,3,19:16,5,1,1,1,1,0,5,2,2,0,"Vehicle #1 was traveling north on a two-lane, two-way road. V1 departed the road to the right, and the front plane of V1 contacted a sign post, then a chain-link fence. V1 continued off-road, and the front plane of V1 contacted a wooden fence, then a utility pole. V1 rotated clockwise. The front plane of V1 contacted a utility box. V1 came to rest partially off road to the east.",956.84326453135,12,6
23509,2021,52,164,1-52-2021-164-03,3,9,7,14:17,3,2,1,2,2,0,4,1,1,4,"Vehicle 1 was traveling west on a two lane, two-way, non-physically divided roadway in lane 1 position approaching a 4 way intersection. V2 was traveling south on a two lane, two-way, non-physically divided roadway in lane 1 position also approaching the same 4 way intersection. Both vehicles entered the intersection. The front of V1 contacted the left rear side of V2. V1 came to rest in the west side of the intersection facing south west. V2 departed roadway right side at the south west corner of the intersection. V1 struck the curb with its right front wheel. V1's front then struck a residential chain link fence and traveled a couple feet through the fence before coming to rest.",37.9987609174344,12,6
23508,2021,27,84,1-27-2021-084-02,2,9,5,12:44,2,2,1,1,1,0,4,2,2,4,"V1 was passing through an intersection while traveling south on a two-lane, two-way road. V2 was passing through the same intersection while traveling west on a two-lane, two-way road. The front of V1 impacted the left side of V2. Both vehicles came to rest in the intersection.",20.4752442052452,3,6
22365,2021,22,75,1-22-2021-075-06,6,6,5,16:50,2,2,1,1,3,0,4,2,2,4,"Vehicle 1 was exiting a one way, two lane driveway southbound to turn left.  Vehicle 2 was westbound on a two way, five lane roadway.  The front plane of vehicle 2 struck the left plane of vehicle 1.  Vehicle 2 front plane struck vehicle 1's left plane a second time.  Vehicle 1 came to rest facing south in the roadway.  Vehicle 2 came to rest facing westbound in the roadway.",343.464764896403,12,6
21879,2021,23,45,1-23-2021-045-03,3,5,6,15:45,2,2,9,97,1,0,9,2,2,4,Vehicle 1 was traveling west in lane one of two on an unprotected roadway approaching a four-legged intersection..Vehicle 2 was traveling north in lane one of two approaching the same intersection protected by a stop sign. Both vehicles entered the intersection going straight. The front of Vehicle 1 contacted the right plane of Vehicle 2. Vehicle 1 came to final rest on the right side of the roadway. Vehicle 2 overturned and came to final rest off the right side of the roadway of the north leg of the intersection.,663.306983353009,5,6
21881,2021,18,35,1-18-2021-035-05,5,5,6,01:55,2,1,9,97,2,0,8,1,1,0,"Vehicle #1 was traveling south in lane one of a two-lane undivided roadway, approaching a T-intersection.  V1 departed the end of the T-intersection and the front of V1 contacted a ditch (event 1).  V1 came down in the ditch and the undercarriage of V1 contacted the ditch (event 2).  V1 continued south and came to rest off the road facing south.",76.6500073805899,6,6
21882,2021,18,36,1-18-2021-036-01,1,5,2,10:55,3,2,9,0,2,0,1,9,9,6,"Vehicle #1 (V1) was traveling east in lane 2 of a two-lane, divided roadway without a positive barrier.  Vehicle #2 (V2) was traveling west in lane 2 of a two-lane, divided roadway without a positive barrier.  V2 departed the roadway to the left and began to rotate clockwise.  V2 entered V1's roadway and the front of V1 contacted the left of V2.  V2 rotated counterclockwise and the left of V1 contacted the front of V2. V2 re-entered the median and came to rest facing south.  V1 rolled over and came to rest on it's right side, partially on the roadway and partially in the median.",77.4999510158881,6,6
21883,2021,27,41,1-27-2021-041-06,6,5,1,23:43,7,1,1,1,1,0,4,9,1,0,"V1 was negotiating a left turn while traveling west on a two-lane, two-way road. V1 departed the right side of the road where it impacted several trash cans, an embankment and a mailbox with its front plane. The embankment caused V1 to become airborne. V1 continued to travel off of the right side of the road and its front plane impacted a utility pole, causing it to rotate clockwise. The front of V1 struck several more trash cans and another mailbox before reentering the road and coming to rest back in its original lane of travel.",94.987232593781,3,6
21884,2021,27,42,1-27-2021-042-03,3,5,3,14:50,3,2,1,1,2,0,4,2,2,4,"V1 was traveling north on a two-lane, two-way road passing through an intersection. V2 was traveling east on a two-lane, two-way road passing through the same intersection. The front of V2 impacted the left side of V1. V1 came to rest in the intersection. V2 departed the left side of the road where its left wheel impacted the curb and its front plane impacted a guardrail. V2 came to rest in the west bound lane.",46.7059367918385,3,6
21885,2021,22,63,1-22-2021-063-03,3,5,5,08:30,2,3,1,1,1,0,5,9,2,1,"Vehicle 1, 2, and 3 were eastbound on a two way, two lane roadway.  Vehicle 1 front plane struck the back plane of vehicle 2.  Vehicle 2 front plane struck the back plane of vehicle 3.  Vehicle 1, 2, and 3 came to rest facing east in the roadway.",60.6917769803106,12,6
21886,2021,22,64,1-22-2021-064-10,10,4,3,08:28,1,2,0,0,0,0,0,2,2,1,"Vehicle 1 and 2 were eastbound on a two way, five lane roadway .  Vehicle 1's front plane struck vehicle 2's back plane.  Vehicle 1 and 2 came to rest facing east in the roadway.",1538.37421690663,12,6
21910,2021,33,11,1-33-2021-011-03,3,4,7,20:46,1,2,99,99,0,0,9,2,2,1,V1 and V2 were traveling west in the #3 lane of a 3 lane divided roadway. Both vehicles were approaching an intersection. The front of V1 impacted the back of V2. V1 and V2 came to rest facing west in the #3 lane.,204.85333640063,12,6
21911,2021,31,35,1-31-2021-035-10,10,5,1,09:09,1,2,0,0,0,0,0,2,2,1,"V1 was eastbound on a two lane, two way, undivided roadway approaching a four leg intersection. V2 was stopped at the same intersection facing east waiting to make a left turn. The front of V1 impacted the rear of V2 causing damage. V1 came to final rest in the intersection facing east. V2 came to final rest facing east.",255.507439927165,6,6
22096,2021,59,27,1-59-2021-027-05,5,6,5,17:40,1,2,99,99,0,0,4,2,2,4,"V1 was traveling north in lane 4 of a 7 lane,of a physically divided roadway with a left turn lane approaching an intersection. V2 was traveling south in lane 1 of a 7 lane,  physically divided roadway with a left turn lane approaching the same intersection  V1 made a left turn in the intersection heading west. V2 entered the intersection at the same time as V1. V1 right plane was contacted by V2 front plane.",69.0249933432918,6,6
22097,2021,59,28,1-59-2021-028-05,5,6,7,05:40,1,1,1,1,2,0,4,9,1,0,"V1 was traveling WB in lane 1 of a 2 lane, two-way, not physically divided roadway. D1 lost control of the vehicle departing the roadway to the left striking a pole with the front plane.",69.0249933432918,6,6
22098,2021,23,53,1-23-2021-053-03,3,5,7,17:17,3,3,1,1,1,0,4,2,2,4,"Vehicle 1 was traveling west on a two lane, two-way undivided roadway approaching a four-legged intersection. Vehicle 2 was traveling east on the same roadway, stopped at the intersection. Vehicle 3 was traveling north on a two lane, two way undivided roadway approaching the same intersection. In the intersection the left side of Vehicle 1 contacted the front of Vehicle 3. Vehicle 1 rotated counterclockwise and the back plane of Vehicle 1 contacted the front of Vehicle 2. Vehicle 1 then departed the roadway to the northwest corner of the intersection and the front of Vehicle 1 contacted a ditch. Vehicle 1 came to final rest off of the roadway. Vehicle 2 and Vehicle 3 came to final rest on the roadway.",205.037589508138,5,6
21596,2021,11,23,1-11-2021-023-06,6,4,7,12:51,2,3,99,99,0,0,9,2,2,4,Vehicle 1 was traveling northwest on a five lane undivided roadway in the second travel lane entering the intersection with a three lane one way roadway. Vehicle 2 was traveling eastbound on the one way roadway in the first travel lane and entered the intersection. Vehicle 1 was contacted on the right side by vehicle 2's front. Vehicle 1 then traveled west and into the oncoming traffic lanes. The front of V1 then contacted the left side of V3. Vehicle 3 was stationary in the second southeast travel lane of the same roadway as vehicle 1. All vehicles came to rest on the roadway.,1436.18252071722,8,6
21597,2021,11,24,1-11-2021-024-07,7,3,2,18:34,2,3,99,99,0,0,9,2,2,4,"Vehicles 1, 2, and 3 were traveling in the eastbound lanes of a six lane divided roadway at the intersection with a two lane undivided roadway. Vehicle 1 was towing a trailer and occupying the first travel lane. V1 made a left turn from this travel lane in the intersection. Vehicle 3 was traveling in the third travel lane and contacted its frontal plane with the left side plane of the trailer. After contact vehicle 3 came to rest in the intersection. Vehicle 2 was in the fourth lane, a left turn travel lane, and contacted the frontal plane on the left side of vehicle 1's trailer. Both vehicles 1 and 2 came to rest within the intersection.",3999.83270291821,8,6
21599,2021,48,30,1-48-2021-030-09,9,4,5,13:15,1,2,1,1,2,0,5,2,2,4,"V1 was southbound on a 3 lane roadway, in lane 2 and approaching an intersection. V2 was westbound on a 3 lane roadway, in lane 2 and approaching the same intersection. V1 turned left at intersection. Within the intersection the right side of V1 was contacted by the front of V2. V1 came to rest partly on the south shoulder. V2 came to rest in the intersection.",219.139764006493,12,6
21601,2021,24,57,1-24-2021-057-03,3,4,2,13:09,2,3,99,99,0,0,4,2,2,4,"V1 was traveling northbound on a five lane, two-way roadway in lane three, Attempting to make a left turn. V2 was traveling southbound on a five lane, two-way roadway in lane one approaching a four-way intersection. V3 was traveling eastbound, on a two-lane, two-way roadway stopped waiting for the traffic light. V1's front plane contacted V2's front plane, after initial impact with V2, V1 continued west. V1's front plane contacted V3's front plane. V1 came to final rest facing westbound. V2 came to final rest at point of impact at intersection.  V3 came to final rest at point of impact.",417.839830515453,1,6
21602,2021,24,58,1-24-2021-058-06,6,4,7,19:37,4,1,1,2,1,0,4,9,2,0,"V1 was traveling north on a two lane, two-way roadway negotiating a left curve. V1 departed the curb edge, rotated counter-clockwise the tripped and rolled 3-quarter turns coming to rest on its left side in the intersecting roadway facing west. During the rollover sequence, the right side of V1 contacted a low brick wall.",842.253639615861,1,6
22971,2021,12,35,1-12-2021-035-04,4,8,4,15:43,3,2,0,0,0,0,0,2,2,4,V1 was traveling eastbound on a two lane undivided two way roadway in lane one approaching an intersection. V2 was traveling southbound on a 3 lane undivided roadway two way traffic with a two way turn lane in lane one approaching the same intersection. At the intersection V1 attempted to turn left at the intersection and the left side of V1 was impacted by the front of V2. V1 rotated counter clockwise and departed the roadway to the left and impacted a light pole with it's right side. V2 also contacted a guy wire with it's left side mirror and came to rest between the pole and guy wire facing northwest. V2 came to rest in lane one facing south.,862.978708371511,9,6
22972,2021,12,36,1-12-2021-036-09,9,8,3,99:99,1,1,0,0,0,0,0,2,2,0,V1 was traveling southbound on a two lane positively divided highway in lane two. V1 hydroplaned and lost control then departed the roadway to the left. The front of V1 then impacted a cable barrier and came to rest in the grassy median facing south.,1761.50144857321,9,6
22974,2021,17,66,1-17-2021-066-05,5,8,4,11:14,1,2,1,2,1,0,4,9,9,5,"V1 was traveling north east on a three lane two way positively divided roadway, and merging. V2 was traveling north east on the same roadway. V1 departed their initial lane of travel to the left, and the left side of V1 contacted the right side of V2. Both vehicles came to final rest on the roadway.",78.5881809134815,4,6
22557,2021,77,58,1-77-2021-058-10,10,7,5,03:26,2,1,0,0,0,0,0,2,2,0,"V1 was traveling north on a two-lane rural roadway negotiating a curve. An unidentified vehicle was traveling in the opposite direction on the same road. The unidentified vehicle entered the northbound lane. In doing so, V1 departed the roadway to the right side (east) of the road and its front plane contacted a directional sign. V1 came to final rest on the grass roadside facing north.",20346.058771798,9,6
22558,2021,77,59,1-77-2021-059-02,2,7,6,20:22,3,1,2,9,4,0,3,1,1,0,"V1 was traveling south in lane one on a two lane, two way, non divided roadway negotiating a left curve. V1 departed the roadway on the right, traveled down a grass embankment and across a stone culvert wall, contacting it with its undercarriage. After contacting the wall, V1 continued forward and contacted a ditch embankment with its right side where it tripped and rolled right 2-quarter turns and came to rest in a private driveway on its top facing southeast.",86.1478225129126,9,6
22559,2021,54,40,1-54-2021-040-04,4,7,4,12:06,2,2,0,0,0,0,0,2,2,4,"V1 was traveling northbound on a two way, two lane undivided roadway, approaching an intersection with a stop sign. V2 was traveling eastbound, on a two way, two lane undivided roadway, negotiating a slight left hand curve and approaching the same intersection as V1. Both vehicles entered the intersection proceeding straight. The front of V1 contacted the right side of V2. V2 continued forward and north and departed the north road edge where the front of V2 contacted a curb. V2 came to rest facing northeast off the north road edge in a private yard.  V1 came to a final rest on the roadway facing northeast near the point of impact.",209.254428667553,9,6
22561,2021,54,41,1-54-2021-041-07,7,7,2,14:41,2,2,1,1,1,0,4,2,2,4,"V1 was traveling south in lane 1, on a median divided roadway, with three lanes in the same direction, approaching a traffic signal controlled intersection. V2 was traveling west on a two-way, two lane undivided roadway, approaching the same intersection as V1. Both vehicles entered the intersection. The frontal plane of V1 contacted the right side plane of V2. V2 continued forward and the right side plane made contact a second time with the front plane of V1. Both vehicles came to a final rest on the roadway.",392.820483313592,9,6
22562,2021,59,38,1-59-2021-038-02,2,7,2,13:03,1,2,1,2,2,0,4,9,9,4,"V1 was traveling north in lane 3 on a 4-lane, two-way, divided  roadway approaching an intersection. V2 was traveling west in lane 2 on a 3-lane, one-way roadway with both a left and right turn lane approaching the same intersection. Both V1 and V2 entered the intersection simultaneously and the front of V1 contacted the left side of V2. Both vehicles came to rest in the intersection.",64.7976556419355,6,6
22563,2021,59,39,1-59-2021-039-09,9,7,2,18:15,4,2,1,2,1,0,4,9,9,4,"V1 was traveling NB on lane 2 of a 4 lane, two-way, divided without positive barrier roadway with a left turn lane approaching an intersection. V2 was traveling WB in lane 1 of a 3 lane, one-way roadway approaching the same intersection. V1 and V2 enter the intersection simultaneously. V1’s front plane contacted V2’s left plane. V2 rotated clockwise contacting a curb with both its right side rims. V2 then contacted a sign with the right plane before coming to final rest.",1044.51825908921,6,6
22316,2021,59,32,1-59-2021-032-05,5,6,5,09:48,2,2,1,1,2,0,4,2,2,4,"V1 was traveling EB in lane 1 of a 4 lane, two-way, not physically divided roadway with a left turn lane approaching an intersection. V2 was traveling SB in lane 1 of a 3 lane, two-way, not physically divided roadway with a left turn lane approaching the same intersection. V1 and V2 enter the intersection simultaneously. V1 front plane contacted V2 right plane. V2 rotated clockwise and tripped over 2 quarter turns contacting the ground with the left plane and coming to final rest on the roof.",118.327459597192,6,6
22317,2021,59,33,1-59-2021-033-02,2,6,6,19:51,1,2,3,10,2,1,3,9,9,4,"V1 was traveling WB in lane 3 of a 5 lane, two-way, not physically divided roadway approaching an intersection. V2 was traveling EB in lane 1 of a 4 lane, two-way, not physically divided roadway approaching the same intersection. V1 attempting to make a left turn in the intersection. V1 right plane contacted V2 front plane.",65.7825219420256,6,6
22318,2021,17,51,1-17-2021-051-04,4,6,5,17:38,1,1,0,0,0,0,0,9,9,0,V1 was traveling south on a two lane two way grass median divided roadway. The front of V1 contacted a Deer in the roadway. V1 came to final rest on the roadway.,1039.32673558579,4,6
22319,2021,17,52,1-17-2021-052-04,4,6,3,15:56,1,2,0,0,0,0,0,9,9,1,V1 and V2 were traveling west on a five lane two way undivided roadway in lane one. The front of V1 contacted the back of V2. Both vehicles came to final rest on the roadway.,1039.32673580331,4,6
22320,2021,12,19,1-12-2021-019-03,3,6,4,17:23,1,2,1,2,1,0,4,2,2,1,"V1 and V2 were both traveling southbound on a 2 lane undivided two way road in lane 1. V2 was traveling ahead of V1. V2 slowed down to turn into a private drive, the front of V1 impacted the back of V2. V1 came to rest partially in lane 2 and the east shoulder of the road facing south. V2 departed the road the west and came to rest in a grassy area north of the private drive facing south.",262.184802942485,9,6
22090,2021,32,70,1-32-2021-070-06,6,5,5,11:45,1,1,1,1,1,0,0,2,2,0,"V1 was traveling south in lane one of a two lane undivided (two-way traffic) roadway. V1 departed the road to the right. The front of V1 impacted a wooden utility pole. V1 came to rest at the pole, facing southwest.",3767.8705629291,7,6
22091,2021,66,40,1-66-2021-040-04,4,5,6,16:08,1,1,0,0,0,0,0,2,9,0,"V1 was traveling south on a two lane, two way street. V2 was parked on the side of the southbound lane headed south. The frontal plane of V1 struck the rear plane of V2. Both vehicles came to rest headed south near the point of impact.",177.79427095786,6,6
22092,2021,66,41,1-66-2021-041-04,4,5,2,05:13,1,2,99,99,0,0,9,2,9,4,"V1 was traveling southwest on a three lane, two way, roadway with a center turn lane, passing through a four leg intersection. V2 was traveling east on a two lane, two way roadway, making a left turn at the same four leg intersection. The right plane of V1 struck the frontal plane of V2. V1 came to rest heading south, just south of the intersection. V2 came to rest near the point of impact.",177.794270950848,6,6
22093,2021,28,39,1-28-2021-039-07,7,5,7,10:15,1,2,0,0,0,0,0,2,2,6,"V1 was traveling south bound on a two lane, non divided,bidirectional roadway. V2 was traveling north bound on the same roadway. A deer entered the roadway causing V1 to depart its lane to the left, where its frontal plane impacted the left plane of V2. V1 came to final rest on the when west side of the roadway. V2 came to final rest on the east side of the roadway.",94.4258902229592,3,6
22094,2021,28,40,1-28-2021-040-06,6,6,4,16:42,1,1,9,97,1,0,0,2,2,0,"V1 was traveling east on a two lane, non divided roadway that curved to the left. V1 departed the roadway to the right, where V1 impacted a utility pole with its frontal plane. V1 rotated clockwise, and came to final rest partially off the roadway.",47.2659314025208,3,6
22095,2021,24,77,1-24-2021-077-06,6,6,4,09:27,2,2,1,1,1,0,6,2,2,4,"V1 was traveling west on a two lane, two-way roadway approaching an intersection.  V2 was traveling south on a two lane, two-way roadway approaching the same intersection as v1.  Upon entering the intersection, the front plane of V2 made contact with the right plane of V1.   V2 continued moving forward and the right plane of V1 made contact with the right plane of V2    V2 came to final rest on the roadway facing south west, while V1 came to final rest off the roadway, facing south.",671.586510090188,1,6
23039,2021,17,67,1-17-2021-067-06,6,8,5,08:37,1,1,1,1,1,0,4,9,9,0,"V1 was traveling north on a two lane two way undivided roadway approaching a three way intersection. On the north side of the intersection, V1 departed the roadway to the left side. V1 rolled to the left six quarter turns and came to final rest off the roadway.",256.003979258856,4,6
23040,2021,31,64,1-31-2021-064-10,10,8,7,22:01,3,1,0,0,0,0,0,1,2,0,"V1 was northbound on two lane, two way, undivided roadway negotiating a right hand curve. V1 departed its initial travel lane to the left then departed the left side of the roadway in a clockwise yaw. V1 impacted a mailbox with the left plane causing damage. V1 then rolled left side leading eight quarter turns coming to final rest on its wheels facing south.  V1 contacted a utility box with an unknown plane during the rollover.",255.507439927165,6,6
23041,2021,16,74,1-16-2021-074-07,7,8,3,16:07,2,2,0,0,0,0,0,2,2,9,V1 was backing up to leave a parked position. V2 was parked behind V1. The back of V1 connected with the front of V2 (event 1). V1 then pulled forward to head west. V3 was heading east on the left side. The front of V1 connected with the front of V3 (event 2). All three vehicles came to rest at point of impact.,1305.93687947492,5,6
23042,2021,18,68,1-18-2021-068-03,3,8,7,13:52,4,2,9,97,3,0,8,2,2,6,"Vehicle #1 was traveling south, negotiating a right curve, in lane one of a two-lane undivided roadway.  Vehicle #2 was traveling north, negotiating a left curve, in lane one of the same roadway.  V2 departed the road to the right, re-entered and departed its lane to the left.  The left of V1 contacted the front of V2.    V1 began to rotate counterclockwise and departed the road to the right.  The right of V1 impacted two small trees and a ditch before coming to rest off the road to the right, facing southeast.  After the initial impact, V2 began to rotate counter-clockwise as well.  V2 came to rest still on the roadway, near impact, facing south.",180.882660602311,6,6
23043,2021,20,112,1-20-2021-112-03,3,8,7,05:16,2,2,2,4,1,0,4,1,9,2,V1 was traveling south on a four lane non-physically divided roadway in lane two. V2 was traveling north on a five lane non-physically divided roadway in lane two. V3 was parked along the southbound curb. V1 crossed over into the northbound lanes and the front left of V1 impacted the front left of V2. V1 continued back over the southbound lanes and the front of V1 impacted the rear of V3. V1 came to rest facing in lane one of the southbound lanes facing north west. V2 came to rest in between lanes one and two in the northbound lanes facing east. V3 came to rest along the southbound curb facing southwest.,100.184102531372,11,6
23044,2021,26,123,1-26-2021-123-03,3,8,1,12:25,5,4,99,99,0,0,4,2,2,1,"V1 was traveling westbound in the number 1 lane of a 5 lane divided roadway. V2, V3, and V4 were traveling westbound in the number 2 lane of a 5 lane divided roadway. V3 and V4 were at a stop. V1 departed the lane to the left where the front of V1 impacted the rear of V2. Both vehicles stayed engaged and started to move northerly. V1 disengaged from V2 and the left side of V1 impacted the right side of V2. Both vehicles disengaged and the left side of V2 impacted the right of V4. V2 came to rest facing westerly in the number 2 lane. V4 came to rest facing northerly in the number 2 lane. V1, after disengaging from V2, traveled off the edge of the road on the right where the front of V1 impacted a temporary concrete barrier. V1 entered the roadway where the front of V1 impacted the rear of V3. V3 came to rest facing westerly in the number 2 lane. V1 came to rest facing westerly behind V3.",311.742984534508,10,6
